date,cat_family
2011m1,.0815491
2011m2,.184986
2011m3,.3033841
2011m4,.2937603
2011m5,.1846369
2011m6,.0554502
2011m7,.0592584
2011m8,.3541778
2011m9,.8639174
2011m10,1.16266
2011m11,1.107823
2011m12,.9214163
2012m1,.7292868
2012m2,.5559364
2012m3,.4368882
2012m4,.3542379
2012m5,.3074112
2012m6,.2787407
2012m7,.4003558
2012m8,.8024857
2012m9,1.206107
2012m10,1.298427
2012m11,1.12379
2012m12,.8992834
2013m1,.7638739
2013m2,.6795365
2013m3,.6153701
2013m4,.4640697
2013m5,.2074374
2013m6,-.0112855
2013m7,-.0166901
2013m8,.2814245
2013m9,.7420003
2013m10,1.003397
2013m11,.8800732
2013m12,.5853892
2014m1,.2643499
2014m2,.0515636
2014m3,-.1537743
2014m4,-.4764326
2014m5,-.7827985
2014m6,-1.07633
2014m7,-1.370344
2014m8,-1.484759
2014m9,-1.419228
2014m10,-1.404923
2014m11,-1.516192
2014m12,-1.683145
2015m1,-1.886508
2015m2,-2.063501
2015m3,-2.161723
2015m4,-2.180057
2015m5,-2.020049
2015m6,-1.53271
2015m7,-.6990703
2015m8,.0332757
2015m9,.4877424
2015m10,.6129965
2015m11,.4889389
2015m12,.3230658
2016m1,.2253474
2016m2,.2224687
2016m3,.3570355
2016m4,.6841954
