date,cat_spirituality
2011m1,-.1995626
2011m2,.6468461
2011m3,.9769672
2011m4,.8383988
2011m5,.2380199
2011m6,-.6556891
2011m7,-1.33558
2011m8,-1.19961
2011m9,-.2327138
2011m10,.7761959
2011m11,1.007748
2011m12,.6837759
2012m1,.4388501
2012m2,.467629
2012m3,.6614772
2012m4,.5489365
2012m5,.0517423
2012m6,-.6492186
2012m7,-.9620433
2012m8,-.5958962
2012m9,.3115731
2012m10,.9027618
2012m11,.9847383
2012m12,.7650992
2013m1,.4871016
2013m2,.4349703
2013m3,.4626352
2013m4,.333472
2013m5,-.2112988
2013m6,-1.010601
2013m7,-1.452196
2013m8,-1.230015
2013m9,-.4083358
2013m10,.2334435
2013m11,.1695484
2013m12,-.1734197
2014m1,-.4846026
2014m2,-.3580065
2014m3,-.1026683
2014m4,-.0208915
2014m5,-.4398558
2014m6,-1.024043
2014m7,-1.224471
2014m8,-.8822944
2014m9,-.2075613
2014m10,.2767321
2014m11,.4792872
2014m12,.6030636
2015m1,.4716636
2015m2,.6692424
2015m3,.8174801
2015m4,.5328879
2015m5,-.2455996
2015m6,-.9348507
2015m7,-1.268855
2015m8,-.9608071
2015m9,-.1302719
2015m10,.2937312
2015m11,.2893822
2015m12,.1045117
2016m1,.0843764
2016m2,.2648035
2016m3,.4644159
2016m4,.8274508
