date,swb_enjoyment
2008m1,-1.209626
2008m2,-.9060174
2008m3,-.3786675
2008m4,.0353324
2008m5,.2805563
2008m6,.4861266
2008m7,.6406128
2008m8,-.0436574
2008m9,-.676275
2008m10,-.9484763
2008m11,-.838317
2008m12,-1.073809
2009m1,-1.338215
2009m2,-1.296609
2009m3,-1.477386
2009m4,-1.134474
2009m5,-.8372735
2009m6,-1.010748
2009m7,-1.229099
2009m8,-1.6645
2009m9,-2.176363
2009m10,-2.726302
2009m11,-2.617514
2009m12,-2.68207
2010m1,-2.640875
2010m2,-2.439009
2010m3,-1.804987
2010m4,-.9265171
2010m5,-.7336089
2010m6,-.5458568
2010m7,-.6531236
2010m8,-1.490208
2010m9,-2.515892
2010m10,-2.603606
2010m11,-2.508156
2010m12,-2.566236
2011m1,-2.227492
2011m2,-1.586751
2011m3,-.8980396
2011m4,-.6280019
2011m5,-.4538766
2011m6,-.5879954
2011m7,-.7218749
2011m8,-1.055759
2011m9,-1.429614
2011m10,-1.690324
2011m11,-1.840012
2011m12,-1.685053
2012m1,-1.593429
2012m2,-1.707021
2012m3,-1.516463
2012m4,-1.520901
2012m5,-1.325211
2012m6,-1.118662
2012m7,-1.117325
2012m8,-1.452488
2012m9,-1.684215
2012m10,-1.71263
2012m11,-1.407684
2012m12,-1.246843
2013m1,-1.38864
2013m2,-1.403521
2013m3,-1.283422
2013m4,-1.124466
2013m5,-1.012324
2013m6,-1.233226
2013m7,-1.640206
2013m8,-1.874583
2013m9,-1.663465
2013m10,-1.34855
2013m11,-1.165215
2013m12,-1.289873
2014m1,-1.584646
2014m2,-1.56146
2014m3,-1.225531
2014m4,-.8307304
2014m5,-.6231046
2014m6,-.6240857
2014m7,-.8097306
2014m8,-1.028798
2014m9,-.9617803
2014m10,-.791777
2014m11,-.5568644
2014m12,-.3374474
2015m1,-.2940663
2015m2,-.3782378
2015m3,-.6026737
2015m4,-.8963968
2015m5,-.6258987
2015m6,-.5698746
2015m7,-1.00439
2015m8,-1.492513
2015m9,-1.757563
2015m10,-1.81407
2015m11,-1.668806
2015m12,-1.581684
2016m1,-1.442129
2016m2,-1.11388
2016m3,-.851997
2016m4,-.8517144
