sadness
2.295202
-.4460958
-.3262231
.5246919
-.0950256
-1.196937
-.2764159
1.469415
.9922211
1.040519
.5978056
1.339031
1.041366
-.3825809
-.4443837
.1252682
.4818794
-.5081238
.2626697
-1.025411
1.215561
-.1579936
.8225256
2.819993
1.823629
.411072
-.6154813
.5100097
.0312657
.1339877
.1895386
.2118987
1.199793
-.3138129
-.2370241
1.561636
.4185513
-.522508
-.6378008
-.4803047
-.8583473
-.7122844
-.6046555
-.333717
.6055576
-.1882451
.5971829
.5786424
.5210905
-1.104351
-.2221186
-.2922951
-.6157228
-1.149827
-1.181936
-.5977517
-.3146289
