region,date,terrorisme
Franche-Comte,2013m1,-.41430604
Franche-Comte,2013m2,-.53181612
Franche-Comte,2013m3,-.5137341
Franche-Comte,2013m4,-.61122167
Franche-Comte,2013m5,-.3332471
Franche-Comte,2013m6,-.60284477
Franche-Comte,2013m7,-.14617302
Franche-Comte,2013m8,-.43520319
Franche-Comte,2013m9,-.36168376
Franche-Comte,2013m10,-.45694894
Franche-Comte,2013m11,-.57356405
Franche-Comte,2013m12,-.57785034
Franche-Comte,2014m1,-.39042383
Franche-Comte,2014m2,-.42225012
Franche-Comte,2014m3,-.64338344
Franche-Comte,2014m4,-.3998135
Franche-Comte,2014m5,-.44115219
Franche-Comte,2014m6,-.41651592
Franche-Comte,2014m7,-.44458285
Franche-Comte,2014m8,-.30672741
Franche-Comte,2014m9,-.24654205
Franche-Comte,2014m10,-.066936396
Franche-Comte,2014m11,-.37637982
Franche-Comte,2014m12,.26923624
Franche-Comte,2015m1,2.0067556
Franche-Comte,2015m2,-.41002551
Franche-Comte,2015m3,-.11745772
Franche-Comte,2015m4,-.17875905
Franche-Comte,2015m5,-.43100974
Franche-Comte,2015m6,.026118163
Franche-Comte,2015m7,.20776145
Franche-Comte,2015m8,-.12481728
Franche-Comte,2015m9,-.32510778
Franche-Comte,2015m10,-.22168729
Franche-Comte,2015m11,4.5107627
Franche-Comte,2015m12,.32362938
Franche-Comte,2016m1,.18319355
Franche-Comte,2016m2,-.14600027
Franche-Comte,2016m3,.79058182
Franche-Comte,2016m4,-.21455301
Franche-Comte,2016m5,.038024109
Franche-Comte,2016m6,.20763879
Franche-Comte,2016m7,2.0319395
Franche-Comte,2016m8,.55724263
Franche-Comte,2016m9,.15288396
Franche-Comte,2016m10,-.18045348
Franche-Comte,2016m11,-.011053826
Franche-Comte,2016m12,.32871348
Franche-Comte,2017m1,-.14135171
Franche-Comte,2017m2,-.15170768
Franche-Comte,2017m3,.27359939
