date,cat_health_conditions
2011m1,-.1339429
2011m2,.6361026
2011m3,1.059844
2011m4,.9716559
2011m5,.4552986
2011m6,.0000162
2011m7,-.4768938
2011m8,-.5283667
2011m9,-.0444315
2011m10,.3501976
2011m11,.2959563
2011m12,.0410329
2012m1,.3351879
2012m2,.9456859
2012m3,1.247141
2012m4,.9038295
2012m5,.0709852
2012m6,-.5575783
2012m7,-.8824292
2012m8,-.8816306
2012m9,-.6112303
2012m10,-.3733571
2012m11,-.437381
2012m12,-.6616495
2013m1,-.6225746
2013m2,-.0950015
2013m3,.371226
2013m4,.3543712
2013m5,-.1582975
2013m6,-.7688602
2013m7,-1.002081
2013m8,-.9409882
2013m9,-.4449017
2013m10,-.0961356
2013m11,-.4215611
2013m12,-.8038619
2014m1,-.6471018
2014m2,-.1239559
2014m3,.0662951
2014m4,.0410583
2014m5,-.452001
2014m6,-.8581606
2014m7,-1.027474
2014m8,-.7336144
2014m9,.0701358
2014m10,.4640862
2014m11,.0434826
2014m12,-.334201
2015m1,-.1153284
2015m2,.4979915
2015m3,.6232763
2015m4,.4348128
2015m5,-.0285094
2015m6,-.4249782
2015m7,-.6054255
2015m8,-.2566018
2015m9,.312705
2015m10,.5197311
2015m11,.3063476
2015m12,.0630044
2016m1,.2640937
2016m2,.9180429
2016m3,1.562994
2016m4,2.323918
