date,swb_laugh
2008m1,.6543704
2008m2,.402465
2008m3,.0810951
2008m4,.1035442
2008m5,.3296843
2008m6,.4790562
2008m7,.4926062
2008m8,.3455163
2008m9,.2658386
2008m10,.4008847
2008m11,.1909309
2008m12,-.2230634
2009m1,-1.175771
2009m2,-1.564949
2009m3,-1.45752
2009m4,-.9109144
2009m5,-.2340234
2009m6,-.0928459
2009m7,-.8227918
2009m8,-1.428696
2009m9,-1.324927
2009m10,-.6660985
2009m11,-.2685351
2009m12,-.2535684
2010m1,-.250011
2010m2,-.066041
2010m3,-.0288533
2010m4,.2095601
2010m5,.7100362
2010m6,.825227
2010m7,.4327911
2010m8,.0710068
2010m9,.1254052
2010m10,.3815117
2010m11,.5959715
2010m12,.7089691
2011m1,.8788166
2011m2,1.02367
2011m3,1.21364
2011m4,1.371971
2011m5,1.382956
2011m6,1.185257
2011m7,.9802425
2011m8,.7418745
2011m9,.906475
2011m10,1.400463
2011m11,1.652022
2011m12,1.523181
2012m1,1.083101
2012m2,.8835303
2012m3,1.059911
2012m4,1.376549
2012m5,1.734252
2012m6,1.752874
2012m7,1.61201
2012m8,1.177835
2012m9,.9942487
2012m10,1.058835
2012m11,1.002699
2012m12,.5040681
2013m1,-.0300843
2013m2,.1315322
2013m3,.460947
2013m4,.6662179
2013m5,1.006454
2013m6,1.368592
2013m7,1.335872
2013m8,1.045766
2013m9,.7539063
2013m10,.7965658
2013m11,.8693438
2013m12,.6340007
2014m1,.0794413
2014m2,-.1251844
2014m3,-.1393109
2014m4,-.0237211
2014m5,.2439507
2014m6,.2559105
2014m7,.0564174
2014m8,-.1216122
2014m9,-.2453165
2014m10,-.0092202
2014m11,.1940311
2014m12,-.0254421
2015m1,-.745429
2015m2,-1.197621
2015m3,-1.142704
2015m4,-.6216457
2015m5,-.1439289
2015m6,-.031654
2015m7,-.0976995
2015m8,-.1923196
2015m9,-.2031683
2015m10,-.0520559
2015m11,.1421239
2015m12,.3261063
2016m1,.1210449
2016m2,-.2093183
2016m3,-.6136019
2016m4,-.6830253
