date,swb_worry
2011m1,.3178299
2011m2,.2364767
2011m3,-.0638723
2011m4,-.7057455
2011m5,-1.349455
2011m6,-1.379838
2011m7,-.7881073
2011m8,.1999392
2011m9,.745505
2011m10,.8218631
2011m11,.5178319
2011m12,.1849126
2012m1,.2464466
2012m2,.157521
2012m3,-.120542
2012m4,-.3593868
2012m5,-.5030489
2012m6,-.5083443
2012m7,-.2736958
2012m8,.030021
2012m9,.2912128
2012m10,.361101
2012m11,.0407672
2012m12,-.2917503
2013m1,-.4887735
2013m2,-.7469674
2013m3,-1.168177
2013m4,-1.497332
2013m5,-1.631807
2013m6,-1.687961
2013m7,-1.56489
2013m8,-1.252944
2013m9,-1.222655
2013m10,-1.340302
2013m11,-1.577334
2013m12,-1.73534
2014m1,-1.720391
2014m2,-1.758078
2014m3,-1.838864
2014m4,-1.882001
2014m5,-1.968013
2014m6,-1.75297
2014m7,-1.486088
2014m8,-1.146533
2014m9,-1.216057
2014m10,-1.476123
2014m11,-1.852456
2014m12,-1.880098
2015m1,-1.432469
2015m2,-1.198958
2015m3,-1.391592
2015m4,-1.897825
2015m5,-2.349245
2015m6,-2.390171
2015m7,-2.024093
2015m8,-1.487534
2015m9,-1.005292
2015m10,-1.092262
2015m11,-1.460942
2015m12,-1.742084
2016m1,-1.706255
2016m2,-1.309604
2016m3,-.7386131
2016m4,.0825922
