date,swb_learn
2008m1,-3.572967
2008m2,-2.282434
2008m3,-1.080188
2008m4,.0130786
2008m5,.7378692
2008m6,.8413624
2008m7,.6955565
2008m8,.2692332
2008m9,-.4755284
2008m10,-.9838596
2008m11,-1.160252
2008m12,-1.554248
2009m1,-1.667627
2009m2,-1.326038
2009m3,-.6511948
2009m4,-.1069422
2009m5,.232423
2009m6,.2820245
2009m7,.2542611
2009m8,.0703413
2009m9,-.1079813
2009m10,-.27299
2009m11,-.0718791
2009m12,.0137602
2010m1,.0646618
2010m2,.647158
2010m3,1.478923
2010m4,2.2051
2010m5,2.348991
2010m6,1.981153
2010m7,1.497851
2010m8,1.269215
2010m9,1.352471
2010m10,1.080927
2010m11,.5918613
2010m12,.272981
2011m1,.2819556
2011m2,.4853835
2011m3,.9371365
2011m4,1.348719
2011m5,1.676703
2011m6,1.597729
2011m7,1.146232
2011m8,.8143913
2011m9,.7323574
2011m10,.7053608
2011m11,.4842062
2011m12,.2102231
2012m1,-.0423334
2012m2,.0206906
2012m3,.3701987
2012m4,.8766348
2012m5,1.224108
2012m6,1.292374
2012m7,1.118631
2012m8,.9378702
2012m9,.7983446
2012m10,.50225
2012m11,.1120246
2012m12,-.2135823
2013m1,-.3589314
2013m2,-.073611
2013m3,.4179955
2013m4,.7601079
2013m5,.8421094
2013m6,.6767344
2013m7,.5648221
2013m8,.6703634
2013m9,.7328646
2013m10,.5612897
2013m11,.3092662
2013m12,-.037797
2014m1,-.3972146
2014m2,-.4118576
2014m3,-.0025203
2014m4,.3829126
2014m5,.6268367
2014m6,.612598
2014m7,.6463596
2014m8,.7030596
2014m9,.6705365
2014m10,.3987103
2014m11,.0323078
2014m12,-.2047753
2015m1,-.301796
2015m2,-.1131869
2015m3,.4778629
2015m4,.9772931
2015m5,1.210181
2015m6,1.080681
2015m7,.7962457
2015m8,.6219164
2015m9,.5217667
2015m10,.380978
2015m11,.1525003
2015m12,-.092416
2016m1,-.2798239
2016m2,-.4085598
2016m3,-.4229181
2016m4,-.4817713
