region,date,droite_id
Poitou-Charentes,2013m1,-.7096805
Poitou-Charentes,2013m2,-1.025039
Poitou-Charentes,2013m3,-.35143501
Poitou-Charentes,2013m4,-.62396216
Poitou-Charentes,2013m5,-.65525341
Poitou-Charentes,2013m6,-1.384438
Poitou-Charentes,2013m7,-1.3026298
Poitou-Charentes,2013m8,-1.6702287
Poitou-Charentes,2013m9,.67431968
Poitou-Charentes,2013m10,.83679187
Poitou-Charentes,2013m11,-.06955222
Poitou-Charentes,2013m12,-.41631043
Poitou-Charentes,2014m1,.97325397
Poitou-Charentes,2014m2,-.13298635
Poitou-Charentes,2014m3,-.53072041
Poitou-Charentes,2014m4,-.14321634
Poitou-Charentes,2014m5,-.19793388
Poitou-Charentes,2014m6,-1.0269628
Poitou-Charentes,2014m7,-1.6623912
Poitou-Charentes,2014m8,-.85995775
Poitou-Charentes,2014m9,1.0601491
Poitou-Charentes,2014m10,.39187431
Poitou-Charentes,2014m11,.46338445
Poitou-Charentes,2014m12,-.59937114
Poitou-Charentes,2015m1,.69687158
Poitou-Charentes,2015m2,.37769502
Poitou-Charentes,2015m3,.37021926
Poitou-Charentes,2015m4,-.028530087
Poitou-Charentes,2015m5,-.27656937
Poitou-Charentes,2015m6,-.41288564
Poitou-Charentes,2015m7,-.58344305
Poitou-Charentes,2015m8,-.22497284
Poitou-Charentes,2015m9,1.7261889
Poitou-Charentes,2015m10,1.4204491
Poitou-Charentes,2015m11,.88748658
Poitou-Charentes,2015m12,-.72850639
Poitou-Charentes,2016m1,.07065884
Poitou-Charentes,2016m2,.26767883
Poitou-Charentes,2016m3,.79675055
Poitou-Charentes,2016m4,.2670514
Poitou-Charentes,2016m5,.61628085
Poitou-Charentes,2016m6,-.58838248
Poitou-Charentes,2016m7,-.81921268
Poitou-Charentes,2016m8,-1.5270549
Poitou-Charentes,2016m9,2.2728543
Poitou-Charentes,2016m10,1.5720406
Poitou-Charentes,2016m11,.71554762
Poitou-Charentes,2016m12,-.29296082
Poitou-Charentes,2017m1,.68576205
Poitou-Charentes,2017m2,.99577427
Poitou-Charentes,2017m3,1.3313813
