date,cat_layoffs
2011m1,1.83298
2011m2,1.258704
2011m3,1.021139
2011m4,1.074527
2011m5,1.174923
2011m6,1.30014
2011m7,1.09838
2011m8,1.117276
2011m9,1.144589
2011m10,.664509
2011m11,.2702262
2011m12,.0881233
2012m1,.2287208
2012m2,.2942406
2012m3,.1552365
2012m4,.0999024
2012m5,.1496743
2012m6,.186926
2012m7,.4491439
2012m8,.7288896
2012m9,1.085149
2012m10,1.27449
2012m11,1.27127
2012m12,.8705397
2013m1,.5213627
2013m2,-.0100223
2013m3,-.2965552
2013m4,-.4541333
2013m5,-.5383672
2013m6,-.4642984
2013m7,-.1413633
2013m8,.0542177
2013m9,.0528552
2013m10,-.1319623
2013m11,-.5107332
2013m12,-.5481188
2014m1,-.0819806
2014m2,-.1271743
2014m3,-.4179172
2014m4,-.7409711
2014m5,-.969668
2014m6,-1.10606
2014m7,-1.297464
2014m8,-1.322026
2014m9,-1.218216
2014m10,-1.276803
2014m11,-1.268551
2014m12,-1.123057
2015m1,-.816354
2015m2,-.6856071
2015m3,-.6610964
2015m4,-.9199781
2015m5,-1.021482
2015m6,-.8036341
2015m7,-.7826707
2015m8,-.6407772
2015m9,-.4111625
2015m10,-.2775202
2015m11,-.2235542
2015m12,-.1835664
2016m1,.2595338
2016m2,.4495673
2016m3,.4608312
2016m4,.8347788
