sadness
1.433929
.0303324
1.253232
-.7247137
.5086906
-.7733208
.7176017
.9330196
.826089
1.36204
1.520469
1.538806
.1946606
-1.02113
.1869278
-.404681
.9472123
.4416274
-.4278947
-.8385269
-.1190508
-.4105674
1.169939
3.009811
1.554497
.5375356
-.2028417
-.472456
-.3030256
-.8270993
-.7738753
-.1181916
-.0509082
-.7892502
-.3818245
1.075924
.0933666
.2523959
1.237309
-.2413712
-.1771355
-.7740836
-.8755205
-.6408331
-.1661007
-.3325022
-.7928029
.8207884
-.0808798
-.4782883
-.1583662
.1986085
-.391914
-.5798089
-.9458235
-.6537024
2.063676
