date,swb_respect
2008m1,.0218445
2008m2,-.4464058
2008m3,-.7327043
2008m4,-1.037834
2008m5,-1.112827
2008m6,-.8122461
2008m7,-.7235589
2008m8,-.0106765
2008m9,.5738932
2008m10,1.044794
2008m11,1.532476
2008m12,1.588087
2009m1,1.426772
2009m2,.7630323
2009m3,.2192166
2009m4,.2839294
2009m5,.5872557
2009m6,1.050499
2009m7,.9827154
2009m8,.6677403
2009m9,1.014645
2009m10,1.500002
2009m11,1.766242
2009m12,1.630952
2010m1,1.42998
2010m2,1.034639
2010m3,.7978345
2010m4,.4894451
2010m5,.1926448
2010m6,-.1141291
2010m7,-.054612
2010m8,-.0377692
2010m9,.2317615
2010m10,.3087817
2010m11,.528494
2010m12,.8537186
2011m1,1.455245
2011m2,1.473646
2011m3,1.114673
2011m4,.4217322
2011m5,.1058313
2011m6,.108964
2011m7,.1609956
2011m8,.4005381
2011m9,.8829299
2011m10,1.022354
2011m11,1.152182
2011m12,1.241109
2012m1,1.401645
2012m2,1.19408
2012m3,.8879943
2012m4,.7266578
2012m5,.9808422
2012m6,.9023489
2012m7,.5445448
2012m8,.3841682
2012m9,.2080336
2012m10,.2237563
2012m11,.4188049
2012m12,.7699873
2013m1,1.038143
2013m2,.7238525
2013m3,.2338801
2013m4,-.1688959
2013m5,-.0058763
2013m6,.1208078
2013m7,.0557107
2013m8,.1822532
2013m9,.2693962
2013m10,.263688
2013m11,.3420889
2013m12,.5640238
2014m1,1.140801
2014m2,1.162856
2014m3,.9810656
2014m4,.9023502
2014m5,.8657417
2014m6,.6643019
2014m7,.0464539
2014m8,-.5907811
2014m9,-.4934706
2014m10,-.1403657
2014m11,.1666563
2014m12,.1473242
2015m1,.083248
2015m2,.1498387
2015m3,-.0150838
2015m4,-.1495368
2015m5,.028639
2015m6,.0493714
2015m7,-.0042953
2015m8,-.0776498
2015m9,-.0965398
2015m10,-.180485
2015m11,-.4836307
2015m12,-.2727305
2016m1,.3911726
2016m2,.5980027
2016m3,.0479248
2016m4,-1.327871
