date,cat_layoffs
2008m1,-1.028136
2008m2,-.979664
2008m3,-.8709513
2008m4,-.7699994
2008m5,-.8975149
2008m6,-.987825
2008m7,-.9715176
2008m8,-.6895306
2008m9,-.1490063
2008m10,.6122096
2008m11,1.540539
2008m12,2.210741
2009m1,2.665236
2009m2,2.717206
2009m3,2.39507
2009m4,1.91663
2009m5,1.454663
2009m6,1.271236
2009m7,1.240549
2009m8,1.178839
2009m9,1.321182
2009m10,1.481387
2009m11,1.557335
2009m12,1.581473
2010m1,1.638096
2010m2,1.518928
2010m3,1.190449
2010m4,.9569733
2010m5,.9525374
2010m6,1.063053
2010m7,1.04268
2010m8,.8578389
2010m9,.5943663
2010m10,.4550032
2010m11,.597883
2010m12,.7385386
2011m1,.6823377
2011m2,.3933786
2011m3,.109395
2011m4,.0136573
2011m5,-.0839255
2011m6,-.0383767
2011m7,.1165365
2011m8,.2329508
2011m9,.1707138
2011m10,-.0272853
2011m11,-.2507417
2011m12,-.3525188
2012m1,-.3200372
2012m2,-.3111474
2012m3,-.3271517
2012m4,-.2941292
2012m5,-.2468537
2012m6,-.0810839
2012m7,.0136791
2012m8,.1667695
2012m9,.3206812
2012m10,.3792222
2012m11,.2293537
2012m12,-.0508395
2013m1,-.2048753
2013m2,-.4385708
2013m3,-.6412857
2013m4,-.7344229
2013m5,-.8147082
2013m6,-.8441955
2013m7,-.7984696
2013m8,-.7408442
2013m9,-.7288792
2013m10,-.7451833
2013m11,-.7494995
2013m12,-.6256267
2014m1,-.4203537
2014m2,-.3390892
2014m3,-.4833127
2014m4,-.6398196
2014m5,-.7741128
2014m6,-.873895
2014m7,-.9017879
2014m8,-.9625077
2014m9,-.9787701
2014m10,-.954368
2014m11,-.9206888
2014m12,-.8778073
2015m1,-.7796226
2015m2,-.8069251
2015m3,-.8720965
2015m4,-.9315233
2015m5,-1.017509
2015m6,-1.046994
2015m7,-.9916579
2015m8,-.8900602
2015m9,-.7383667
2015m10,-.6692851
2015m11,-.7210385
2015m12,-.7483746
2016m1,-.6457117
2016m2,-.5812382
2016m3,-.5762584
2016m4,-.6413452
