region,date,islam
Centre,2013m1,-.35512942
Centre,2013m2,.26398456
Centre,2013m3,-.62312287
Centre,2013m4,.86604959
Centre,2013m5,-.1902439
Centre,2013m6,-.10908292
Centre,2013m7,-.55589247
Centre,2013m8,.17537612
Centre,2013m9,.30708054
Centre,2013m10,.53180599
Centre,2013m11,.20675266
Centre,2013m12,-.53961945
Centre,2014m1,-.73913175
Centre,2014m2,-.45109347
Centre,2014m3,-.21242449
Centre,2014m4,-.14756349
Centre,2014m5,-.10613283
Centre,2014m6,.17763655
Centre,2014m7,.29963803
Centre,2014m8,-.11425936
Centre,2014m9,.31421435
Centre,2014m10,-.0028929673
Centre,2014m11,-.73852658
Centre,2014m12,.25395891
Centre,2015m1,2.1377871
Centre,2015m2,.20789215
Centre,2015m3,.042572521
Centre,2015m4,.012822839
Centre,2015m5,.18556602
Centre,2015m6,-.69317704
Centre,2015m7,-.27679557
Centre,2015m8,-.22213313
Centre,2015m9,.1869289
Centre,2015m10,-.8715297
Centre,2015m11,1.8873394
Centre,2015m12,.53091532
Centre,2016m1,-.73752689
Centre,2016m2,-.42160478
Centre,2016m3,.84186161
Centre,2016m4,.09537673
Centre,2016m5,-.52264833
Centre,2016m6,-.026830245
Centre,2016m7,.00058678386
Centre,2016m8,.9922241
Centre,2016m9,-.16791707
Centre,2016m10,-.81694329
Centre,2016m11,-.35154751
Centre,2016m12,-.6143437
Centre,2017m1,.3253614
Centre,2017m2,.30516279
Centre,2017m3,-.40405622
