big_picture_f
.5510709
1.528442
.4968935
.4918972
.2744117
-1.284809
-1.445637
-.5582125
.7354195
.673405
.7669715
.8463441
.5082084
.9741744
.4506038
.0900014
.0036552
-1.673758
-2.228091
-.7308388
1.004895
.7682831
.738785
-.1692535
-.365432
.4349146
.042015
.1642475
-.0683255
-1.948981
-2.037809
-.5777694
.8388295
.9689431
.8193088
.6983818
.1057442
.3540745
-.0870721
.3562235
-.2896248
-1.847747
-1.821899
-.6104341
.9727679
.9196407
1.118145
.6689957
.3778596
.811276
.382674
.4054767
.1587337
-2.087675
-2.234149
-.5864907
1.152294
