region,date,mal_etre
Alsace,2013m1,-.42866996
Alsace,2013m2,-.88540852
Alsace,2013m3,-.49474147
Alsace,2013m4,-1.2275586
Alsace,2013m5,-1.4372916
Alsace,2013m6,-1.5157388
Alsace,2013m7,-1.1752701
Alsace,2013m8,-1.1691508
Alsace,2013m9,-.37906978
Alsace,2013m10,-.92506087
Alsace,2013m11,-.61405826
Alsace,2013m12,-.95731294
Alsace,2014m1,-.59239829
Alsace,2014m2,.030299328
Alsace,2014m3,-.085641935
Alsace,2014m4,-1.0502236
Alsace,2014m5,-.60119337
Alsace,2014m6,-.51386333
Alsace,2014m7,-1.3048218
Alsace,2014m8,-1.4615537
Alsace,2014m9,-.45793939
Alsace,2014m10,-.047367211
Alsace,2014m11,-.54064584
Alsace,2014m12,-.36444372
Alsace,2015m1,.57160616
Alsace,2015m2,.131797
Alsace,2015m3,-.12377498
Alsace,2015m4,-.22055098
Alsace,2015m5,-.27910301
Alsace,2015m6,.63801485
Alsace,2015m7,.10615084
Alsace,2015m8,-.098453335
Alsace,2015m9,1.1136315
Alsace,2015m10,.51754528
Alsace,2015m11,-.36580864
Alsace,2015m12,-.31536064
Alsace,2016m1,1.334751
Alsace,2016m2,.79035652
Alsace,2016m3,1.0707697
Alsace,2016m4,1.0615468
Alsace,2016m5,.84504044
Alsace,2016m6,.46338212
Alsace,2016m7,.81037927
Alsace,2016m8,.2535755
Alsace,2016m9,2.1880546
Alsace,2016m10,1.4720305
Alsace,2016m11,1.2905447
Alsace,2016m12,.85171336
Alsace,2017m1,1.5893041
Alsace,2017m2,1.588215
Alsace,2017m3,1.9952998
