date,cat_family
2011m1,-.4916634
2011m2,-.5810577
2011m3,-.5659848
2011m4,-.4839776
2011m5,-.5293084
2011m6,-.4809465
2011m7,.0110171
2011m8,.9183335
2011m9,1.802343
2011m10,2.27492
2011m11,1.894475
2011m12,1.200626
2012m1,.5612711
2012m2,.1486162
2012m3,-.0921679
2012m4,-.0239082
2012m5,-.1005201
2012m6,-.247071
2012m7,.0462146
2012m8,.7469547
2012m9,1.333276
2012m10,1.605065
2012m11,1.20059
2012m12,.706921
2013m1,.2752169
2013m2,.0881165
2013m3,-.2252844
2013m4,-.5791684
2013m5,-.9441708
2013m6,-.9378393
2013m7,-.4174144
2013m8,.4361428
2013m9,1.139779
2013m10,1.477225
2013m11,1.165774
2013m12,.4787535
2014m1,-.2526181
2014m2,-.8213693
2014m3,-1.089226
2014m4,-1.175683
2014m5,-1.33751
2014m6,-1.332202
2014m7,-.8621393
2014m8,-.2679435
2014m9,.0872427
2014m10,.2457267
2014m11,.1157177
2014m12,-.0875851
2015m1,-.2669218
2015m2,-.4358955
2015m3,-.564411
2015m4,-.7427914
2015m5,-1.052833
2015m6,-1.158283
2015m7,-.7796623
2015m8,-.0460219
2015m9,.4122065
2015m10,.4801669
2015m11,.2307658
2015m12,-.14645
2016m1,-.4525839
2016m2,-.5553384
2016m3,-.5891674
2016m4,-.366338
