date,cat_summer_leisure
2008m1,.1257164
2008m2,.7596818
2008m3,1.428153
2008m4,2.002669
2008m5,2.271845
2008m6,2.078987
2008m7,1.493625
2008m8,.7406052
2008m9,.059609
2008m10,-.3898233
2008m11,-.5897372
2008m12,-.473766
2009m1,-.081197
2009m2,.4746052
2009m3,1.127523
2009m4,1.594379
2009m5,1.790488
2009m6,1.748663
2009m7,1.40042
2009m8,.7967437
2009m9,.0928443
2009m10,-.4547358
2009m11,-.7909335
2009m12,-.8913748
2010m1,-.6597284
2010m2,-.1802648
2010m3,.4841155
2010m4,1.106488
2010m5,1.415745
2010m6,1.279202
2010m7,.7723106
2010m8,.1250734
2010m9,-.4435391
2010m10,-.8845152
2010m11,-1.189351
2010m12,-1.209703
2011m1,-.8000882
2011m2,-.1873288
2011m3,.4530928
2011m4,.9445747
2011m5,1.214715
2011m6,1.14771
2011m7,.6262706
2011m8,-.0911305
2011m9,-.6457931
2011m10,-1.003131
2011m11,-1.158784
2011m12,-1.041981
2012m1,-.6850115
2012m2,-.2068126
2012m3,.3331213
2012m4,.7405002
2012m5,.919312
2012m6,.8443055
2012m7,.4810007
2012m8,-.0859203
2012m9,-.6393787
2012m10,-1.107396
2012m11,-1.381744
2012m12,-1.265663
2013m1,-.8820962
2013m2,-.5388536
2013m3,-.3061801
2013m4,-.1773603
2013m5,.0114338
2013m6,.1274245
2013m7,.0817885
2013m8,-.2718402
2013m9,-.7707838
2013m10,-1.117218
2013m11,-1.338851
2013m12,-1.318816
2014m1,-1.04334
2014m2,-.5507221
2014m3,-.001805
2014m4,.4250046
2014m5,.6885432
2014m6,.6887779
2014m7,.3724768
2014m8,-.2250863
2014m9,-.8280559
2014m10,-1.22287
2014m11,-1.406377
2014m12,-1.284559
2015m1,-.9152367
2015m2,-.426553
2015m3,.1328136
2015m4,.5571888
2015m5,.8188531
2015m6,.7695884
2015m7,.3793446
2015m8,-.2096184
2015m9,-.7651688
2015m10,-1.128654
2015m11,-1.313671
2015m12,-1.270851
2016m1,-.9962308
2016m2,-.4718322
2016m3,.2816152
2016m4,1.112513
