date,swb_learn
2008m1,-.1161839
2008m2,.3380745
2008m3,.9338485
2008m4,1.419481
2008m5,1.602282
2008m6,1.348132
2008m7,.8902712
2008m8,.6636156
2008m9,.8826037
2008m10,.9175962
2008m11,.4015401
2008m12,-.4421373
2009m1,-.5909299
2009m2,.0750891
2009m3,.9268366
2009m4,1.776794
2009m5,2.320244
2009m6,2.176888
2009m7,1.958855
2009m8,1.904067
2009m9,2.076383
2009m10,2.36803
2009m11,2.453107
2009m12,2.392448
2010m1,2.538721
2010m2,2.943991
2010m3,3.50701
2010m4,4.112333
2010m5,4.187067
2010m6,3.823898
2010m7,3.593966
2010m8,3.245473
2010m9,2.984703
2010m10,2.54475
2010m11,1.993307
2010m12,1.631975
2011m1,1.476328
2011m2,1.626457
2011m3,2.210798
2011m4,2.715951
2011m5,3.001175
2011m6,2.74595
2011m7,2.437751
2011m8,1.998065
2011m9,1.847042
2011m10,1.778353
2011m11,1.851382
2011m12,1.830464
2012m1,1.79768
2012m2,1.965251
2012m3,2.374141
2012m4,2.712985
2012m5,2.839045
2012m6,2.707152
2012m7,2.485428
2012m8,2.185702
2012m9,1.905074
2012m10,1.763599
2012m11,1.659627
2012m12,1.608506
2013m1,1.633925
2013m2,1.737887
2013m3,1.921767
2013m4,2.087553
2013m5,2.284304
2013m6,2.41218
2013m7,2.314883
2013m8,2.125887
2013m9,1.901579
2013m10,1.671273
2013m11,1.422208
2013m12,1.182886
2014m1,1.110171
2014m2,1.329934
2014m3,1.786087
2014m4,2.193662
2014m5,2.430155
2014m6,2.359409
2014m7,2.140079
2014m8,1.987875
2014m9,1.857008
2014m10,1.660746
2014m11,1.412532
2014m12,1.263562
2015m1,1.214544
2015m2,1.375695
2015m3,1.798542
2015m4,2.138271
2015m5,2.289935
2015m6,2.262611
2015m7,2.166934
2015m8,1.988898
2015m9,1.828485
2015m10,1.60576
2015m11,1.264218
2015m12,.7523227
2016m1,.4037665
2016m2,.3361731
2016m3,.6779317
2016m4,1.083289
