date,cat_social_progress
2011m1,-.621135
2011m2,-.3682052
2011m3,-.2448257
2011m4,-.2989818
2011m5,-.6075518
2011m6,-1.034874
2011m7,-1.329606
2011m8,-1.225727
2011m9,-.7221025
2011m10,-.2130603
2011m11,-.0246296
2011m12,-.1365941
2012m1,-.2786349
2012m2,-.2522346
2012m3,-.2937285
2012m4,-.4716982
2012m5,-.8934817
2012m6,-1.413661
2012m7,-1.653494
2012m8,-1.421765
2012m9,-.8908669
2012m10,-.5711177
2012m11,-.5397946
2012m12,-.5430995
2013m1,-.4401032
2013m2,-.3261902
2013m3,-.303037
2013m4,-.4012961
2013m5,-.6827752
2013m6,-1.069995
2013m7,-1.187708
2013m8,-.9180307
2013m9,-.2473115
2013m10,.2309625
2013m11,.3108421
2013m12,.183934
2014m1,.1885693
2014m2,.3447216
2014m3,.510277
2014m4,.5862965
2014m5,.2693865
2014m6,-.2860899
2014m7,-.6028188
2014m8,-.3745373
2014m9,.3716121
2014m10,.8940957
2014m11,1.006935
2014m12,.9888373
2015m1,1.029169
2015m2,1.334894
2015m3,1.46677
2015m4,1.304821
2015m5,.8371261
2015m6,.2719816
2015m7,-.1161161
2015m8,.0485577
2015m9,.7461035
2015m10,1.263722
2015m11,1.298194
2015m12,1.112144
2016m1,1.157821
2016m2,1.453398
2016m3,1.786772
2016m4,2.008937
