happiness
-1.203648
-1.062144
-.4635805
-.4297428
-.5227416
-.3751909
-.270818
-1.481926
-1.085312
-.5462531
-.0759558
-.4091766
.4276749
.2767971
.8932886
1.006088
.4309584
.7938212
1.86159
1.063683
.3916632
.0960377
-1.284864
.6052793
1.211779
1.082593
1.205524
1.413388
1.375504
.5093513
.8984308
.1799613
-.0109807
.1409726
.4824905
-.8636135
-.6946843
-.4113996
.2021849
-.0697165
.8047258
.2935708
.1066558
.7718659
.2808575
.4712946
-.2039544
-.7205903
-.724031
-.1494323
.2856349
-.4644595
.7649708
.1643744
.3797219
.0509276
-.5594463
