date,cat_financial_security
2008m1,.5101556
2008m2,.1250961
2008m3,-.1897758
2008m4,-.5043007
2008m5,-.7076169
2008m6,-.560188
2008m7,-.209014
2008m8,.0756947
2008m9,.2366177
2008m10,.1493206
2008m11,-.3029813
2008m12,-.3893631
2009m1,.0359889
2009m2,.2644126
2009m3,.2140865
2009m4,-.0290358
2009m5,-.0284436
2009m6,.2578172
2009m7,.4952388
2009m8,.3386225
2009m9,-.1543969
2009m10,-.5428778
2009m11,-.6624498
2009m12,-.3080518
2010m1,.6218943
2010m2,1.37651
2010m3,1.824208
2010m4,1.834319
2010m5,1.490839
2010m6,1.087795
2010m7,.8747029
2010m8,.7983567
2010m9,.5836486
2010m10,.3666872
2010m11,.2583353
2010m12,.3358181
2011m1,.3544598
2011m2,.0427266
2011m3,-.3514884
2011m4,-.6970022
2011m5,-.9182954
2011m6,-.8649948
2011m7,-.6862137
2011m8,-.7544324
2011m9,-1.062255
2011m10,-1.33164
2011m11,-1.430727
2011m12,-1.112458
2012m1,-.5907649
2012m2,-.587938
2012m3,-.7925133
2012m4,-1.10987
2012m5,-1.531188
2012m6,-1.732545
2012m7,-1.545906
2012m8,-1.293548
2012m9,-1.122485
2012m10,-1.043016
2012m11,-1.262238
2012m12,-1.084304
2013m1,-.4872574
2013m2,-.1120277
2013m3,.0500419
2013m4,-.0605958
2013m5,-.3677688
2013m6,-.6134635
2013m7,-.6960918
2013m8,-.6192488
2013m9,-.341545
2013m10,-.1199639
2013m11,-.2903369
2013m12,-.4110015
2014m1,-.1743938
2014m2,.0426605
2014m3,.0862938
2014m4,-.0231887
2014m5,-.1153524
2014m6,-.0030184
2014m7,.1260322
2014m8,.0467161
2014m9,-.0655579
2014m10,-.1202386
2014m11,-.1349162
2014m12,.2725489
2015m1,.9947026
2015m2,1.363291
2015m3,1.492357
2015m4,1.436876
2015m5,1.184998
2015m6,1.161491
2015m7,1.095271
2015m8,.8281907
2015m9,.3952654
2015m10,.1246708
2015m11,-.0282001
2015m12,.2264444
2016m1,.93184
2016m2,1.404389
2016m3,1.894708
2016m4,2.566347
