date,cat_civic_engagement
2008m1,-.247838
2008m2,.1329117
2008m3,.2847336
2008m4,.1979167
2008m5,-.1851276
2008m6,-.6136838
2008m7,-.7746742
2008m8,-.5165165
2008m9,.2207248
2008m10,.6774155
2008m11,.6944057
2008m12,.5036082
2009m1,.6135595
2009m2,.8486977
2009m3,.8115121
2009m4,.6089312
2009m5,.3068658
2009m6,-.0204271
2009m7,-.196395
2009m8,.0216124
2009m9,.6764812
2009m10,1.111437
2009m11,1.137191
2009m12,.8934343
2010m1,.8695942
2010m2,1.035482
2010m3,1.388793
2010m4,1.383067
2010m5,.9995012
2010m6,.3851404
2010m7,-.1032067
2010m8,-.0915433
2010m9,.3915152
2010m10,.6214614
2010m11,.5963346
2010m12,.5419157
2011m1,.7009135
2011m2,.8518922
2011m3,.7650185
2011m4,.3026129
2011m5,-.3005048
2011m6,-.6998323
2011m7,-.9474136
2011m8,-.9379907
2011m9,-.5921938
2011m10,-.360573
2011m11,-.3662636
2011m12,-.5319272
2012m1,-.5755035
2012m2,-.5855806
2012m3,-.7283745
2012m4,-.9576043
2012m5,-1.172431
2012m6,-1.403884
2012m7,-1.468326
2012m8,-1.363027
2012m9,-.9451002
2012m10,-.4174894
2012m11,.3155569
2012m12,.7189591
2013m1,.7390242
2013m2,.3399006
2013m3,-.1416097
2013m4,-.4449797
2013m5,-.4429069
2013m6,.1004926
2013m7,.968288
2013m8,1.472067
2013m9,1.727687
2013m10,1.8785
2013m11,1.819944
2013m12,1.456594
2014m1,.9823838
2014m2,.6963503
2014m3,.6494409
2014m4,.8491073
2014m5,1.182169
2014m6,1.09065
2014m7,.3877668
2014m8,-.3857538
2014m9,-.6755401
2014m10,-.9137974
2014m11,-1.12477
2014m12,-1.19074
2015m1,-1.067267
2015m2,-.9173825
2015m3,-.8006149
2015m4,-.8300059
2015m5,-1.009259
2015m6,-1.196094
2015m7,-1.352726
2015m8,-1.362978
2015m9,-1.082921
2015m10,-.9043704
2015m11,-.9292246
2015m12,-.9796405
2016m1,-.8855566
2016m2,-.7094144
2016m3,-.6979544
2016m4,-.8006217
