date,cat_healthy_habits
2008m1,-.4780593
2008m2,-.9163845
2008m3,-.9939309
2008m4,-.9188053
2008m5,-1.075392
2008m6,-1.353263
2008m7,-1.667884
2008m8,-1.960895
2008m9,-2.148433
2008m10,-2.078176
2008m11,-1.848225
2008m12,-1.452359
2009m1,-1.038653
2009m2,-.9765145
2009m3,-1.025615
2009m4,-1.151236
2009m5,-1.42799
2009m6,-1.606409
2009m7,-1.579381
2009m8,-1.428092
2009m9,-1.0307
2009m10,-.1869598
2009m11,.4357781
2009m12,.8383659
2010m1,1.36524
2010m2,1.667065
2010m3,1.976907
2010m4,1.987915
2010m5,1.788193
2010m6,1.553633
2010m7,1.114097
2010m8,.7970054
2010m9,.5359026
2010m10,.2184661
2010m11,.1712457
2010m12,.396186
2011m1,.6887098
2011m2,.7419541
2011m3,.6220035
2011m4,.4219491
2011m5,.2339048
2011m6,.1647892
2011m7,-.0105134
2011m8,-.2711311
2011m9,-.4058104
2011m10,-.3096568
2011m11,-.2248868
2011m12,-.0628304
2012m1,.4179696
2012m2,.6749139
2012m3,.8071349
2012m4,.7282063
2012m5,.4860291
2012m6,.2864237
2012m7,.1671629
2012m8,-.0730887
2012m9,-.3033118
2012m10,-.4733033
2012m11,-.2894884
2012m12,.2108094
2013m1,.7372325
2013m2,.9695489
2013m3,1.016662
2013m4,.8440754
2013m5,.5438506
2013m6,.2267009
2013m7,-.144095
2013m8,-.522623
2013m9,-.7000314
2013m10,-.6673868
2013m11,-.5012211
2013m12,-.2744221
2014m1,.213102
2014m2,.530468
2014m3,.6690251
2014m4,.526019
2014m5,.2408012
2014m6,-.0016975
2014m7,-.0633213
2014m8,-.125788
2014m9,-.3051138
2014m10,-.4170348
2014m11,-.3056651
2014m12,-.0119614
2015m1,.4285526
2015m2,.6660038
2015m3,.7108507
2015m4,.5308182
2015m5,.2241214
2015m6,.1539771
2015m7,-.0686796
2015m8,-.3174635
2015m9,-.4260896
2015m10,-.3548188
2015m11,-.0192237
2015m12,.482255
2016m1,1.082739
2016m2,1.323141
2016m3,1.273218
2016m4,1.10289
