region,date,droite_id
Midi-Pyrenees,2013m1,.11498881
Midi-Pyrenees,2013m2,-.14498082
Midi-Pyrenees,2013m3,.2691547
Midi-Pyrenees,2013m4,-.12760434
Midi-Pyrenees,2013m5,-.5710175
Midi-Pyrenees,2013m6,-.74278629
Midi-Pyrenees,2013m7,-1.3210458
Midi-Pyrenees,2013m8,-.92819375
Midi-Pyrenees,2013m9,-.14018707
Midi-Pyrenees,2013m10,.18695405
Midi-Pyrenees,2013m11,-.30418497
Midi-Pyrenees,2013m12,-.18950766
Midi-Pyrenees,2014m1,.10233791
Midi-Pyrenees,2014m2,-.067595765
Midi-Pyrenees,2014m3,.041837692
Midi-Pyrenees,2014m4,-.5259642
Midi-Pyrenees,2014m5,.029259104
Midi-Pyrenees,2014m6,-.53273451
Midi-Pyrenees,2014m7,-.79009831
Midi-Pyrenees,2014m8,-.91950792
Midi-Pyrenees,2014m9,.51283616
Midi-Pyrenees,2014m10,.33411354
Midi-Pyrenees,2014m11,.53078514
Midi-Pyrenees,2014m12,-.49390393
Midi-Pyrenees,2015m1,.10066367
Midi-Pyrenees,2015m2,.34506404
Midi-Pyrenees,2015m3,.62003601
Midi-Pyrenees,2015m4,-.097515628
Midi-Pyrenees,2015m5,.037863325
Midi-Pyrenees,2015m6,-.081320994
Midi-Pyrenees,2015m7,-.97482288
Midi-Pyrenees,2015m8,-.1932767
Midi-Pyrenees,2015m9,1.4296279
Midi-Pyrenees,2015m10,.36230847
Midi-Pyrenees,2015m11,.10292438
Midi-Pyrenees,2015m12,.16311955
Midi-Pyrenees,2016m1,.21260041
Midi-Pyrenees,2016m2,-.084015094
Midi-Pyrenees,2016m3,.10850903
Midi-Pyrenees,2016m4,.30074584
Midi-Pyrenees,2016m5,.38031042
Midi-Pyrenees,2016m6,-.8095637
Midi-Pyrenees,2016m7,-.67497301
Midi-Pyrenees,2016m8,-.4604927
Midi-Pyrenees,2016m9,1.1541443
Midi-Pyrenees,2016m10,.96305496
Midi-Pyrenees,2016m11,.47163665
Midi-Pyrenees,2016m12,.18804041
Midi-Pyrenees,2017m1,1.0031384
Midi-Pyrenees,2017m2,.86955929
Midi-Pyrenees,2017m3,.15248682
