region,date,recherche_emploi
Auvergne,2013m1,.89584911
Auvergne,2013m2,.15191199
Auvergne,2013m3,.61816388
Auvergne,2013m4,-.076190397
Auvergne,2013m5,-.21752468
Auvergne,2013m6,.21490289
Auvergne,2013m7,-.23357147
Auvergne,2013m8,-.76722127
Auvergne,2013m9,.45533878
Auvergne,2013m10,-.07850185
Auvergne,2013m11,-.1528327
Auvergne,2013m12,-.69251764
Auvergne,2014m1,.34937978
Auvergne,2014m2,.34611365
Auvergne,2014m3,.33960193
Auvergne,2014m4,.14144291
Auvergne,2014m5,-.027680058
Auvergne,2014m6,-.17794341
Auvergne,2014m7,-.36736315
Auvergne,2014m8,-.74913907
Auvergne,2014m9,.5770309
Auvergne,2014m10,.34684998
Auvergne,2014m11,-.4266102
Auvergne,2014m12,-.94719517
Auvergne,2015m1,.55239761
Auvergne,2015m2,.87937129
Auvergne,2015m3,.57300121
Auvergne,2015m4,.22385527
Auvergne,2015m5,.21339716
Auvergne,2015m6,.28529292
Auvergne,2015m7,-.79566121
Auvergne,2015m8,-.80143547
Auvergne,2015m9,.76514536
Auvergne,2015m10,.45759046
Auvergne,2015m11,-.055488709
Auvergne,2015m12,-.56596726
Auvergne,2016m1,.9235189
Auvergne,2016m2,.060973544
Auvergne,2016m3,.0090841372
Auvergne,2016m4,.21667349
Auvergne,2016m5,.26185426
Auvergne,2016m6,-.28426975
Auvergne,2016m7,-1.1682976
Auvergne,2016m8,-1.0280488
Auvergne,2016m9,.12963839
Auvergne,2016m10,.01995337
Auvergne,2016m11,.024240196
Auvergne,2016m12,-.86771518
Auvergne,2017m1,.23260197
Auvergne,2017m2,.32966772
Auvergne,2017m3,.33013815
