date,swb_respect
2011m1,-.1107033
2011m2,.1426652
2011m3,.3566276
2011m4,.2015565
2011m5,.0888371
2011m6,-.2528625
2011m7,-.2503394
2011m8,-.6221607
2011m9,-.805012
2011m10,-.5063347
2011m11,-.3171913
2011m12,-.0045135
2012m1,.0376086
2012m2,-.6449852
2012m3,-1.273904
2012m4,-1.874465
2012m5,-2.054188
2012m6,-1.775513
2012m7,-1.450171
2012m8,-1.448317
2012m9,-1.310165
2012m10,-.883433
2012m11,-.1484181
2012m12,.4429285
2013m1,.6309606
2013m2,.4573578
2013m3,.1667168
2013m4,-.4048727
2013m5,-1.071243
2013m6,-1.645172
2013m7,-1.938072
2013m8,-1.957268
2013m9,-1.499552
2013m10,-.6905045
2013m11,-.1246242
2013m12,.0824132
2014m1,.1330657
2014m2,.1142476
2014m3,.0669622
2014m4,-.0586245
2014m5,-.4690371
2014m6,-.6681495
2014m7,-.5206376
2014m8,-.4783238
2014m9,-.0300136
2014m10,.3743706
2014m11,.5864667
2014m12,.4568884
2015m1,.3072606
2015m2,.2885875
2015m3,-.0996645
2015m4,-.7215149
2015m5,-.6275553
2015m6,-.235436
2015m7,-.2728372
2015m8,-.6364089
2015m9,-.7720523
2015m10,-.5829847
2015m11,-.0649214
2015m12,.4404357
2016m1,.4247871
2016m2,.255235
2016m3,-.0246202
2016m4,-.3983538
