date,cat_housing
2008m1,2.251843
2008m2,1.644079
2008m3,1.183628
2008m4,.6960934
2008m5,.3136332
2008m6,.0962019
2008m7,-.0304683
2008m8,-.0731022
2008m9,.0617683
2008m10,.3181969
2008m11,.9881722
2008m12,2.210283
2009m1,2.946402
2009m2,3.067453
2009m3,2.970955
2009m4,2.501294
2009m5,1.884138
2009m6,1.407236
2009m7,1.070956
2009m8,.8145947
2009m9,.5527059
2009m10,.2936729
2009m11,.0782466
2009m12,.0435355
2010m1,.1831772
2010m2,.2679465
2010m3,.3138213
2010m4,.3050371
2010m5,.3784668
2010m6,.6496517
2010m7,1.031008
2010m8,1.262696
2010m9,1.106228
2010m10,.8637858
2010m11,.4747371
2010m12,-.0049449
2011m1,-.3648795
2011m2,-.5660936
2011m3,-.6517642
2011m4,-.6723655
2011m5,-.6113691
2011m6,-.4977055
2011m7,-.3008048
2011m8,.0283731
2011m9,.1378411
2011m10,.0481519
2011m11,-.1711485
2011m12,-.2174979
2012m1,-.0179752
2012m2,.1074273
2012m3,.0918335
2012m4,.0483963
2012m5,.0567242
2012m6,.06765
2012m7,.0113808
2012m8,-.1636251
2012m9,-.3464595
2012m10,-.5578991
2012m11,-.7372952
2012m12,-.7274846
2013m1,-.5263798
2013m2,-.3768294
2013m3,-.2665199
2013m4,-.1849832
2013m5,-.159295
2013m6,-.1783338
2013m7,-.3022666
2013m8,-.5102122
2013m9,-.7051679
2013m10,-.8959821
2013m11,-1.088008
2013m12,-1.16559
2014m1,-1.078265
2014m2,-.9714891
2014m3,-.8839837
2014m4,-.8203601
2014m5,-.7799293
2014m6,-.7659581
2014m7,-.7915736
2014m8,-.8452222
2014m9,-.9175196
2014m10,-.9807451
2014m11,-1.041942
2014m12,-.9462535
2015m1,-.6910415
2015m2,-.5443534
2015m3,-.4664636
2015m4,-.4766171
2015m5,-.5368417
2015m6,-.5899649
2015m7,-.6373886
2015m8,-.7101339
2015m9,-.8409157
2015m10,-.95754
2015m11,-1.009245
2015m12,-.9689034
2016m1,-.8005198
2016m2,-.6285504
2016m3,-.5491527
2016m4,-.5260982
