date,cat_healthy_habits
2011m1,1.547574
2011m2,1.079248
2011m3,.7948998
2011m4,.5451397
2011m5,.4421562
2011m6,.4306695
2011m7,.1946498
2011m8,-.2883749
2011m9,-.6246968
2011m10,-.9293351
2011m11,-.8955479
2011m12,-.2517909
2012m1,.6651796
2012m2,.9895036
2012m3,.9730204
2012m4,.7346398
2012m5,.5612924
2012m6,.6691588
2012m7,.6973934
2012m8,.4627207
2012m9,.016657
2012m10,-.5194324
2012m11,-.7495399
2012m12,-.6003335
2013m1,.2249195
2013m2,.6991562
2013m3,.6717619
2013m4,.3440143
2013m5,.0894513
2013m6,.0902628
2013m7,.076898
2013m8,-.300023
2013m9,-.7477883
2013m10,-1.181748
2013m11,-1.317182
2013m12,-.9194608
2014m1,-.1502959
2014m2,.186716
2014m3,.2840868
2014m4,.3326754
2014m5,.3423828
2014m6,.3456695
2014m7,.1277051
2014m8,-.4843781
2014m9,-1.243309
2014m10,-1.744533
2014m11,-1.78362
2014m12,-1.366401
2015m1,-.6032195
2015m2,-.2728764
2015m3,-.238934
2015m4,-.3237542
2015m5,-.3406504
2015m6,-.0549477
2015m7,.2549538
2015m8,.000664
2015m9,-.3687263
2015m10,-.5662838
2015m11,-.4939525
2015m12,-.1566044
2016m1,.5456191
2016m2,.8642143
2016m3,1.237636
2016m4,1.995051
