date,swb_worry
2011m1,.1061437
2011m2,-.2887718
2011m3,-.6263922
2011m4,-.8121461
2011m5,-.9883065
2011m6,-.9881199
2011m7,-.6754928
2011m8,-.2931937
2011m9,-.2725023
2011m10,-.2091914
2011m11,-.2853407
2011m12,-.3386177
2012m1,-.5456315
2012m2,-.7659476
2012m3,-1.005168
2012m4,-1.165391
2012m5,-1.244207
2012m6,-1.27304
2012m7,-1.190728
2012m8,-.8624679
2012m9,-.3982946
2012m10,.0467214
2012m11,.0907738
2012m12,-.3395133
2013m1,-.8874001
2013m2,-1.325528
2013m3,-1.553518
2013m4,-1.664545
2013m5,-1.579506
2013m6,-1.410362
2013m7,-1.315667
2013m8,-1.197213
2013m9,-1.100717
2013m10,-1.174559
2013m11,-1.474361
2013m12,-1.596244
2014m1,-1.584735
2014m2,-1.711849
2014m3,-1.921597
2014m4,-2.225737
2014m5,-2.386011
2014m6,-2.342368
2014m7,-2.215622
2014m8,-2.137896
2014m9,-2.023575
2014m10,-2.024643
2014m11,-2.270663
2014m12,-2.53058
2015m1,-2.655827
2015m2,-2.731032
2015m3,-2.860039
2015m4,-3.034894
2015m5,-3.238187
2015m6,-3.248306
2015m7,-3.055294
2015m8,-2.786037
2015m9,-2.484608
2015m10,-2.299676
2015m11,-2.406413
2015m12,-2.544298
2016m1,-2.651385
2016m2,-2.705949
2016m3,-2.670934
2016m4,-2.698198
