region,date,valeurs_république
Picardie,2013m1,-.13959453
Picardie,2013m2,-.68815833
Picardie,2013m3,-.42373064
Picardie,2013m4,-.64928508
Picardie,2013m5,-.32106417
Picardie,2013m6,-.75778788
Picardie,2013m7,-.66163892
Picardie,2013m8,-.73200405
Picardie,2013m9,.30901635
Picardie,2013m10,-.23744646
Picardie,2013m11,.32337257
Picardie,2013m12,-.27781636
Picardie,2014m1,-.21319246
Picardie,2014m2,-.04731112
Picardie,2014m3,-.21762826
Picardie,2014m4,-.77192765
Picardie,2014m5,-.5789538
Picardie,2014m6,-.60773492
Picardie,2014m7,-.8975091
Picardie,2014m8,-1.0417923
Picardie,2014m9,-.11411037
Picardie,2014m10,-.17612207
Picardie,2014m11,-.09140712
Picardie,2014m12,-.21675351
Picardie,2015m1,.51147646
Picardie,2015m2,-.25081107
Picardie,2015m3,-.10586403
Picardie,2015m4,-.13089442
Picardie,2015m5,-.29965055
Picardie,2015m6,.31806791
Picardie,2015m7,-.14236188
Picardie,2015m8,-.51981348
Picardie,2015m9,.85232282
Picardie,2015m10,.73422575
Picardie,2015m11,.89784682
Picardie,2015m12,.56889242
Picardie,2016m1,.61887401
Picardie,2016m2,.25001368
Picardie,2016m3,.30385894
Picardie,2016m4,.46090037
Picardie,2016m5,.66936916
Picardie,2016m6,.21958929
Picardie,2016m7,-.46415135
Picardie,2016m8,-.28577715
Picardie,2016m9,.8361733
Picardie,2016m10,.77581626
Picardie,2016m11,1.5845973
Picardie,2016m12,.69828886
Picardie,2017m1,.50895965
Picardie,2017m2,.41414109
Picardie,2017m3,.85692948
