date,cat_education
2011m1,1.088014
2011m2,1.064489
2011m3,.8731037
2011m4,.4812971
2011m5,-.0571708
2011m6,-.6959236
2011m7,-.9311092
2011m8,-.5034655
2011m9,.0911082
2011m10,.2705165
2011m11,.0213122
2011m12,-.2759985
2012m1,-.0716585
2012m2,.279443
2012m3,.3483135
2012m4,.0983951
2012m5,-.351635
2012m6,-.9857754
2012m7,-1.151298
2012m8,-.5934789
2012m9,.1056363
2012m10,.2559537
2012m11,-.1296761
2012m12,-.5040447
2013m1,-.3240346
2013m2,.0185011
2013m3,.1794295
2013m4,.0486888
2013m5,-.5136856
2013m6,-1.289263
2013m7,-1.448575
2013m8,-.7405158
2013m9,.172371
2013m10,.5377175
2013m11,.2910398
2013m12,.010487
2014m1,.2172322
2014m2,.5213056
2014m3,.5233214
2014m4,.2613929
2014m5,-.2568161
2014m6,-.8766651
2014m7,-.9474044
2014m8,-.2353469
2014m9,.6667114
2014m10,.9040471
2014m11,.5249168
2014m12,.1908076
2015m1,.3902928
2015m2,.7052417
2015m3,.7312919
2015m4,.3308014
2015m5,-.399739
2015m6,-1.167588
2015m7,-1.273811
2015m8,-.4950405
2015m9,.4368703
2015m10,.6625194
2015m11,.3228228
2015m12,.0255685
2016m1,.3176564
2016m2,.6940744
2016m3,.7942274
2016m4,.7627996
