region,date,immigration
Alsace,2013m1,-.28444538
Alsace,2013m2,-.38191432
Alsace,2013m3,-.16606936
Alsace,2013m4,-.23887847
Alsace,2013m5,-1.123963
Alsace,2013m6,-.92965019
Alsace,2013m7,-.88925689
Alsace,2013m8,-.65091497
Alsace,2013m9,.10981566
Alsace,2013m10,.23202309
Alsace,2013m11,-.26407632
Alsace,2013m12,-.40392417
Alsace,2014m1,-.37775299
Alsace,2014m2,-.22334298
Alsace,2014m3,-.47937694
Alsace,2014m4,-.68109047
Alsace,2014m5,-.74156022
Alsace,2014m6,-.60832715
Alsace,2014m7,-.88672853
Alsace,2014m8,-.76564401
Alsace,2014m9,-.052747082
Alsace,2014m10,.1392495
Alsace,2014m11,.16318123
Alsace,2014m12,-.36470735
Alsace,2015m1,-.54723394
Alsace,2015m2,-.55045271
Alsace,2015m3,-.3677313
Alsace,2015m4,.064125225
Alsace,2015m5,.068822108
Alsace,2015m6,-.47191051
Alsace,2015m7,-.63898379
Alsace,2015m8,1.101849
Alsace,2015m9,4.8697152
Alsace,2015m10,1.5412549
Alsace,2015m11,1.1325661
Alsace,2015m12,.14403178
Alsace,2016m1,.2737096
Alsace,2016m2,.33175403
Alsace,2016m3,.67085838
Alsace,2016m4,.44739902
Alsace,2016m5,-.061412685
Alsace,2016m6,-.56708288
Alsace,2016m7,-.60671628
Alsace,2016m8,-.35676795
Alsace,2016m9,.35315004
Alsace,2016m10,.74320042
Alsace,2016m11,1.2337831
Alsace,2016m12,-.20889646
Alsace,2017m1,.76094168
Alsace,2017m2,.14044946
Alsace,2017m3,.61452043
