date,swb_respect
2011m1,.7065032
2011m2,.4439636
2011m3,.2675136
2011m4,.3872764
2011m5,.4339266
2011m6,-.1454549
2011m7,-.8236144
2011m8,-1.541016
2011m9,-1.392436
2011m10,-.6795831
2011m11,.1851247
2011m12,.2889038
2012m1,-.0568407
2012m2,-.739482
2012m3,-1.33122
2012m4,-1.453839
2012m5,-1.618254
2012m6,-1.528716
2012m7,-1.32031
2012m8,-1.160562
2012m9,-.6313729
2012m10,-.0223028
2012m11,.2423332
2012m12,.0354529
2013m1,-.4505128
2013m2,-.8273222
2013m3,-1.042806
2013m4,-1.257063
2013m5,-1.378934
2013m6,-1.39476
2013m7,-1.153415
2013m8,-1.204146
2013m9,-1.029497
2013m10,-.4718885
2013m11,.1165962
2013m12,.4453827
2014m1,.3043085
2014m2,.1003837
2014m3,-.0231509
2014m4,-.0595801
2014m5,-.0696633
2014m6,-.11476
2014m7,-.3513285
2014m8,-.6789642
2014m9,-.5070664
2014m10,.2608336
2014m11,.5699885
2014m12,.3775204
2015m1,.0857051
2015m2,.0776343
2015m3,.1080133
2015m4,.056228
2015m5,-.1669574
2015m6,-.1563351
2015m7,-.3824007
2015m8,-.9912553
2015m9,-1.072742
2015m10,-.3700379
2015m11,.5296887
2015m12,.9291505
2016m1,.6282657
2016m2,.0553245
2016m3,-.3555194
2016m4,-.5826489
