date,cat_personal_security
2008m1,-.3601204
2008m2,-.4736724
2008m3,-.4630178
2008m4,-.5320373
2008m5,-.7606651
2008m6,-.8931141
2008m7,-1.033694
2008m8,-.9742998
2008m9,-.700483
2008m10,-.4417008
2008m11,-.0377216
2008m12,.0418068
2009m1,.1079743
2009m2,.2067386
2009m3,.2024816
2009m4,-.060465
2009m5,-.2478538
2009m6,-.380234
2009m7,-.3715894
2009m8,-.4123354
2009m9,-.2253389
2009m10,.3834794
2009m11,1.133829
2009m12,1.412813
2010m1,1.524927
2010m2,1.423539
2010m3,1.190905
2010m4,1.005833
2010m5,.7342743
2010m6,.2947114
2010m7,-.1127043
2010m8,-.0064829
2010m9,.3221941
2010m10,.5131336
2010m11,.4879273
2010m12,.1305444
2011m1,-.0967483
2011m2,-.271571
2011m3,-.3795083
2011m4,-.3574868
2011m5,-.3068909
2011m6,-.4671095
2011m7,-.4423757
2011m8,-.3752545
2011m9,-.2694522
2011m10,-.1670621
2011m11,-.1064014
2011m12,-.2562674
2012m1,-.4177143
2012m2,-.3844554
2012m3,-.3481973
2012m4,-.3996103
2012m5,-.6911792
2012m6,-.8071718
2012m7,-.5133908
2012m8,-.4736517
2012m9,-.2388949
2012m10,.2319118
2012m11,1.188789
2012m12,2.228981
2013m1,2.220251
2013m2,1.45179
2013m3,1.017105
2013m4,.8604311
2013m5,.1980922
2013m6,-.4310998
2013m7,-.8548952
2013m8,-.9599581
2013m9,-.8983037
2013m10,-1.058254
2013m11,-1.138201
2013m12,-1.143715
2014m1,-1.079891
2014m2,-1.042575
2014m3,-1.012947
2014m4,-1.0063
2014m5,-1.04524
2014m6,-1.020446
2014m7,-.7706031
2014m8,-.3814026
2014m9,-.0584035
2014m10,.0156655
2014m11,-.0325328
2014m12,-.0832492
2015m1,-.1280409
2015m2,-.1399554
2015m3,-.1141321
2015m4,-.0495209
2015m5,-.0172233
2015m6,.139948
2015m7,.2505189
2015m8,.3589908
2015m9,.6574991
2015m10,1.227238
2015m11,2.035871
2015m12,1.835174
2016m1,1.142396
2016m2,.6779588
2016m3,.7463309
2016m4,1.122759
