date,swb_security
2008m1,-.7458562
2008m2,.0915668
2008m3,.4120986
2008m4,.561219
2008m5,.7258404
2008m6,.571714
2008m7,.4167335
2008m8,.0289463
2008m9,-.6803812
2008m10,-.8728448
2008m11,-.4123968
2008m12,-.002893
2009m1,.3477983
2009m2,.5459307
2009m3,.6136076
2009m4,.5324931
2009m5,.4156226
2009m6,.4357743
2009m7,.6867371
2009m8,.6766476
2009m9,.4073099
2009m10,.1404931
2009m11,.272854
2009m12,.3707792
2010m1,.669252
2010m2,.8658519
2010m3,.9395533
2010m4,.8952298
2010m5,.8976372
2010m6,.639302
2010m7,.367328
2010m8,.1511228
2010m9,.1057833
2010m10,.0844724
2010m11,-.0235392
2010m12,.3320976
2011m1,.8644761
2011m2,1.203603
2011m3,1.205418
2011m4,1.235809
2011m5,1.319699
2011m6,1.241473
2011m7,1.009929
2011m8,.842029
2011m9,.887844
2011m10,.920619
2011m11,1.007291
2011m12,1.316754
2012m1,1.854353
2012m2,2.374857
2012m3,2.482947
2012m4,2.203348
2012m5,2.018964
2012m6,2.033772
2012m7,2.116103
2012m8,2.185156
2012m9,2.13994
2012m10,1.919757
2012m11,1.755382
2012m12,1.652465
2013m1,1.724459
2013m2,1.964418
2013m3,2.112505
2013m4,2.235312
2013m5,2.21147
2013m6,2.245261
2013m7,2.347367
2013m8,2.303237
2013m9,2.220866
2013m10,2.001766
2013m11,1.751851
2013m12,1.382534
2014m1,1.493692
2014m2,1.751247
2014m3,2.140188
2014m4,2.39552
2014m5,2.554014
2014m6,2.486061
2014m7,2.284349
2014m8,2.161662
2014m9,2.091186
2014m10,2.051169
2014m11,1.833663
2014m12,1.666169
2015m1,1.609945
2015m2,1.932396
2015m3,2.316095
2015m4,2.538128
2015m5,2.309595
2015m6,2.072268
2015m7,1.88193
2015m8,1.914659
2015m9,2.00458
2015m10,2.132653
2015m11,2.139561
2015m12,2.010733
2016m1,2.061501
2016m2,2.141703
2016m3,2.07496
2016m4,2.013237
