region,date,housing
Bourgogne,2013m1,-.069609510153532
Bourgogne,2013m2,-.0323955250903964
Bourgogne,2013m3,.3858530923724174
Bourgogne,2013m4,.2625321567058563
Bourgogne,2013m5,-.3056175034493208
Bourgogne,2013m6,-.4608709815889597
Bourgogne,2013m7,-.030075865238905
Bourgogne,2013m8,.2473650872707367
Bourgogne,2013m9,-.2737237811088562
Bourgogne,2013m10,-.658755025267601
Bourgogne,2013m11,-1.210079324245453
Bourgogne,2013m12,-1.699780559539795
Bourgogne,2014m1,-.3678820237517357
Bourgogne,2014m2,-.2126429572701454
Bourgogne,2014m3,-.0219146281480789
Bourgogne,2014m4,-.3415021334774792
Bourgogne,2014m5,-.4855279564857483
Bourgogne,2014m6,-.2691725932061672
Bourgogne,2014m7,.1311811327934265
Bourgogne,2014m8,.1086312979459763
Bourgogne,2014m9,.3246140956878662
Bourgogne,2014m10,-.4366611190140247
Bourgogne,2014m11,-.8573751330375672
Bourgogne,2014m12,-1.205792909860611
Bourgogne,2015m1,-.6688544541597367
Bourgogne,2015m2,-.0056208252906799
Bourgogne,2015m3,-.2736828681081533
Bourgogne,2015m4,-.3037401020526886
Bourgogne,2015m5,.1744786858558655
Bourgogne,2015m6,.2116861492395401
Bourgogne,2015m7,.1989559769630432
Bourgogne,2015m8,.8311302840709687
Bourgogne,2015m9,-.5007514208555222
Bourgogne,2015m10,-.9136684775352478
Bourgogne,2015m11,-1.317372727394104
Bourgogne,2015m12,-1.698743784427643
Bourgogne,2016m1,.2459878891706467
Bourgogne,2016m2,-.378253285586834
Bourgogne,2016m3,-.3305251225829124
Bourgogne,2016m4,-.1294432282447815
Bourgogne,2016m5,.1154546350240707
Bourgogne,2016m6,
