region,date,solidarite
Midi-Pyrenees,2013m1,.55817854
Midi-Pyrenees,2013m2,1.1045572
Midi-Pyrenees,2013m3,.70572805
Midi-Pyrenees,2013m4,-.62697703
Midi-Pyrenees,2013m5,-.38382158
Midi-Pyrenees,2013m6,-.38306862
Midi-Pyrenees,2013m7,-.50667679
Midi-Pyrenees,2013m8,-2.3400214
Midi-Pyrenees,2013m9,-.37355235
Midi-Pyrenees,2013m10,-.55610031
Midi-Pyrenees,2013m11,.55385655
Midi-Pyrenees,2013m12,-.67007369
Midi-Pyrenees,2014m1,.27992666
Midi-Pyrenees,2014m2,.47468737
Midi-Pyrenees,2014m3,1.6992196
Midi-Pyrenees,2014m4,-.33243245
Midi-Pyrenees,2014m5,-.16080686
Midi-Pyrenees,2014m6,-.59433049
Midi-Pyrenees,2014m7,-1.5047921
Midi-Pyrenees,2014m8,-1.4073277
Midi-Pyrenees,2014m9,.18841524
Midi-Pyrenees,2014m10,.47199368
Midi-Pyrenees,2014m11,-.31599355
Midi-Pyrenees,2014m12,-.37287813
Midi-Pyrenees,2015m1,-.4224689
Midi-Pyrenees,2015m2,1.6696312
Midi-Pyrenees,2015m3,.26017278
Midi-Pyrenees,2015m4,-.50261021
Midi-Pyrenees,2015m5,.32200557
Midi-Pyrenees,2015m6,.018674919
Midi-Pyrenees,2015m7,-1.9577596
Midi-Pyrenees,2015m8,-.59631103
Midi-Pyrenees,2015m9,.27407536
Midi-Pyrenees,2015m10,1.2031804
Midi-Pyrenees,2015m11,1.1878105
Midi-Pyrenees,2015m12,.084015802
Midi-Pyrenees,2016m1,.67123497
Midi-Pyrenees,2016m2,.21605688
Midi-Pyrenees,2016m3,.60329098
Midi-Pyrenees,2016m4,.2644684
Midi-Pyrenees,2016m5,.11848806
Midi-Pyrenees,2016m6,-1.022702
Midi-Pyrenees,2016m7,-1.1725049
Midi-Pyrenees,2016m8,-.10520785
Midi-Pyrenees,2016m9,.7613095
Midi-Pyrenees,2016m10,2.200877
Midi-Pyrenees,2016m11,.44202122
Midi-Pyrenees,2016m12,.397917
Midi-Pyrenees,2017m1,-.26105255
Midi-Pyrenees,2017m2,-.013381819
Midi-Pyrenees,2017m3,-.71445477
