date,cat_education
2008m1,.791356
2008m2,.8325676
2008m3,.7750087
2008m4,.5656889
2008m5,.0229989
2008m6,-.3425603
2008m7,-.2696356
2008m8,.1925617
2008m9,.721651
2008m10,.8635584
2008m11,.7470093
2008m12,.5909808
2009m1,.7294583
2009m2,.9434198
2009m3,.9286565
2009m4,.66111
2009m5,.2059815
2009m6,-.1255412
2009m7,-.0163136
2009m8,.6686942
2009m9,1.504508
2009m10,1.892117
2009m11,1.817233
2009m12,1.568277
2010m1,1.648852
2010m2,1.821936
2010m3,1.852359
2010m4,1.452088
2010m5,.7579031
2010m6,.2929075
2010m7,.3550834
2010m8,.9722131
2010m9,1.523047
2010m10,1.515082
2010m11,1.200967
2010m12,.7049285
2011m1,.5020167
2011m2,.5188501
2011m3,.4564692
2011m4,.2430041
2011m5,-.1820853
2011m6,-.4332455
2011m7,-.3156651
2011m8,.197322
2011m9,.6072547
2011m10,.5619851
2011m11,.2804976
2011m12,.0128392
2012m1,.1168338
2012m2,.2617638
2012m3,.1698327
2012m4,-.0821949
2012m5,-.5693694
2012m6,-.8705896
2012m7,-.7358782
2012m8,-.2498643
2012m9,.0626391
2012m10,-.0634269
2012m11,-.4455172
2012m12,-.6925598
2013m1,-.4733
2013m2,-.2532115
2013m3,-.320446
2013m4,-.5655061
2013m5,-1.026636
2013m6,-1.425779
2013m7,-1.448079
2013m8,-.9759203
2013m9,-.4420242
2013m10,-.3890386
2013m11,-.5576359
2013m12,-.7048677
2014m1,-.6554735
2014m2,-.6167831
2014m3,-.7233744
2014m4,-.8515338
2014m5,-1.170412
2014m6,-1.361831
2014m7,-1.172102
2014m8,-.6107393
2014m9,-.1633814
2014m10,-.1862369
2014m11,-.4987839
2014m12,-.7462405
2015m1,-.7473072
2015m2,-.7306468
2015m3,-.7744181
2015m4,-.930889
2015m5,-1.291665
2015m6,-1.467427
2015m7,-1.192078
2015m8,-.592694
2015m9,-.2162394
2015m10,-.3229226
2015m11,-.6338482
2015m12,-.9235925
2016m1,-.905988
2016m2,-.7701449
2016m3,-.6052188
2016m4,-.2726487
