region,date,protectionnisme
Aquitaine,2013m1,.12797761
Aquitaine,2013m2,.19023505
Aquitaine,2013m3,1.3646718
Aquitaine,2013m4,-.083451644
Aquitaine,2013m5,-.40831444
Aquitaine,2013m6,.039839208
Aquitaine,2013m7,-1.8100581
Aquitaine,2013m8,-1.6060958
Aquitaine,2013m9,.56630433
Aquitaine,2013m10,1.3045654
Aquitaine,2013m11,1.7696677
Aquitaine,2013m12,.45730716
Aquitaine,2014m1,.62503958
Aquitaine,2014m2,.25391969
Aquitaine,2014m3,.70682484
Aquitaine,2014m4,.83822232
Aquitaine,2014m5,.50260651
Aquitaine,2014m6,-.86579239
Aquitaine,2014m7,-1.654749
Aquitaine,2014m8,-1.9606514
Aquitaine,2014m9,-.10566586
Aquitaine,2014m10,.77782744
Aquitaine,2014m11,1.1760712
Aquitaine,2014m12,.55504382
Aquitaine,2015m1,.3980006
Aquitaine,2015m2,.19606683
Aquitaine,2015m3,.13389125
Aquitaine,2015m4,-.14305255
Aquitaine,2015m5,-.1473038
Aquitaine,2015m6,.15394764
Aquitaine,2015m7,-1.375594
Aquitaine,2015m8,-1.3699279
Aquitaine,2015m9,-.50459111
Aquitaine,2015m10,.40520856
Aquitaine,2015m11,1.046862
Aquitaine,2015m12,-.11812058
Aquitaine,2016m1,-.13079534
Aquitaine,2016m2,.034137689
Aquitaine,2016m3,.34922105
Aquitaine,2016m4,-.16026394
Aquitaine,2016m5,.49513012
Aquitaine,2016m6,.55267096
Aquitaine,2016m7,-1.844166
Aquitaine,2016m8,-1.8828894
Aquitaine,2016m9,-.86683851
Aquitaine,2016m10,.62045866
Aquitaine,2016m11,.58191472
Aquitaine,2016m12,.071067035
Aquitaine,2017m1,.42869249
Aquitaine,2017m2,.050693437
Aquitaine,2017m3,.23375031
