date,cat_family
2008m1,-1.941123
2008m2,-1.971776
2008m3,-2.019695
2008m4,-2.056348
2008m5,-2.111284
2008m6,-1.962057
2008m7,-1.798414
2008m8,-1.512676
2008m9,-1.167625
2008m10,-.982136
2008m11,-.9684367
2008m12,-.900973
2009m1,-.9344784
2009m2,-1.060415
2009m3,-1.1058
2009m4,-1.188799
2009m5,-1.364879
2009m6,-1.309495
2009m7,-1.10799
2009m8,-.7287043
2009m9,-.0866449
2009m10,.8133434
2009m11,1.550685
2009m12,1.566981
2010m1,1.118704
2010m2,.7135656
2010m3,.4824516
2010m4,.5111257
2010m5,.7833375
2010m6,1.233797
2010m7,1.576486
2010m8,1.739568
2010m9,1.647808
2010m10,1.499327
2010m11,1.330067
2010m12,.7876576
2011m1,.0144393
2011m2,-.3778885
2011m3,-.3179594
2011m4,-.1609038
2011m5,-.1521091
2011m6,-.0286628
2011m7,.4272276
2011m8,.9434953
2011m9,1.154058
2011m10,1.229336
2011m11,1.09486
2011m12,.6981651
2012m1,.2106474
2012m2,-.1427128
2012m3,-.2572992
2012m4,-.2309177
2012m5,-.1651365
2012m6,-.0846349
2012m7,.1261802
2012m8,.2663925
2012m9,.2295048
2012m10,.1509876
2012m11,.1137227
2012m12,-.0094545
2013m1,-.1574741
2013m2,-.2654384
2013m3,-.2939079
2013m4,-.4348339
2013m5,-.4807191
2013m6,-.3846692
2013m7,-.1593883
2013m8,.1506272
2013m9,.3639836
2013m10,.3822212
2013m11,.2062789
2013m12,-.0677482
2014m1,-.3718844
2014m2,-.4991518
2014m3,-.5394287
2014m4,-.6273762
2014m5,-.7578632
2014m6,-.5761924
2014m7,-.1914631
2014m8,.3117643
2014m9,.7373375
2014m10,.8936251
2014m11,.7735947
2014m12,.5802858
2015m1,.349344
2015m2,.1288727
2015m3,.0087755
2015m4,-.0273783
2015m5,-.1194589
2015m6,-.003651
2015m7,.4250646
2015m8,.7458727
2015m9,.9115005
2015m10,.9071744
2015m11,.7775528
2015m12,.6478809
2016m1,.4670467
2016m2,.3410993
2016m3,.6491489
2016m4,1.392485
