region,date,travail
Ile-de-France,2013m1,.41939017
Ile-de-France,2013m2,.53662056
Ile-de-France,2013m3,.095645756
Ile-de-France,2013m4,-.29960832
Ile-de-France,2013m5,-.58412522
Ile-de-France,2013m6,-.17397955
Ile-de-France,2013m7,-.046643279
Ile-de-France,2013m8,-.69837713
Ile-de-France,2013m9,1.3919722
Ile-de-France,2013m10,.90836036
Ile-de-France,2013m11,.55518436
Ile-de-France,2013m12,-.3558419
Ile-de-France,2014m1,1.2625653
Ile-de-France,2014m2,1.1875715
Ile-de-France,2014m3,.58693779
Ile-de-France,2014m4,-.24899982
Ile-de-France,2014m5,.02890278
Ile-de-France,2014m6,-.19517416
Ile-de-France,2014m7,-.85910541
Ile-de-France,2014m8,-.97018635
Ile-de-France,2014m9,1.0149429
Ile-de-France,2014m10,.52051842
Ile-de-France,2014m11,.34372187
Ile-de-France,2014m12,-1.0176673
Ile-de-France,2015m1,.48286831
Ile-de-France,2015m2,.76164591
Ile-de-France,2015m3,.62667924
Ile-de-France,2015m4,-.06340155
Ile-de-France,2015m5,-.26162958
Ile-de-France,2015m6,-.095983043
Ile-de-France,2015m7,-1.0057371
Ile-de-France,2015m8,-1.2209535
Ile-de-France,2015m9,.53979921
Ile-de-France,2015m10,.30616361
Ile-de-France,2015m11,-.29070398
Ile-de-France,2015m12,-1.0241706
Ile-de-France,2016m1,.7692638
Ile-de-France,2016m2,.56612289
Ile-de-France,2016m3,.23559166
Ile-de-France,2016m4,-.044361509
Ile-de-France,2016m5,-.11759761
Ile-de-France,2016m6,-.44361934
Ile-de-France,2016m7,-1.3688177
Ile-de-France,2016m8,-1.4192286
Ile-de-France,2016m9,.36618698
Ile-de-France,2016m10,.1343026
Ile-de-France,2016m11,-.17371042
Ile-de-France,2016m12,-.97330779
Ile-de-France,2017m1,.10279252
Ile-de-France,2017m2,.37738356
Ile-de-France,2017m3,.32507205
