date,cat_family
2011m1,.7205724
2011m2,.4985077
2011m3,.2944746
2011m4,.279078
2011m5,.3537094
2011m6,.5420782
2011m7,1.12343
2011m8,1.919984
2011m9,2.505213
2011m10,2.605342
2011m11,2.057695
2011m12,1.241556
2012m1,.4210832
2012m2,-.2254599
2012m3,-.3937948
2012m4,-.2309779
2012m5,-.1774162
2012m6,-.2915336
2012m7,-.3739228
2012m8,-.0491514
2012m9,.5140114
2012m10,.9151544
2012m11,.6729257
2012m12,.1182492
2013m1,-.2935564
2013m2,-.5013384
2013m3,-.5067587
2013m4,-.5090523
2013m5,-.6490225
2013m6,-.696884
2013m7,-.4121035
2013m8,.0887179
2013m9,.6432741
2013m10,1.006197
2013m11,.8927217
2013m12,.3061703
2014m1,-.4426173
2014m2,-1.011013
2014m3,-1.459062
2014m4,-1.608857
2014m5,-1.478481
2014m6,-1.243273
2014m7,-.7912045
2014m8,-.302339
2014m9,.0286731
2014m10,.1369644
2014m11,-.0352436
2014m12,-.4012016
2015m1,-.6648332
2015m2,-.8749213
2015m3,-.9094958
2015m4,-1.106194
2015m5,-1.201043
2015m6,-.9134247
2015m7,-.2821018
2015m8,.2464954
2015m9,.4980957
2015m10,.6177633
2015m11,.4866339
2015m12,.16285
2016m1,-.1464434
2016m2,-.4691635
2016m3,-.6283766
2016m4,-.6173589
