date,cat_layoffs
2008m1,-1.388367
2008m2,-1.329978
2008m3,-1.179598
2008m4,-1.104108
2008m5,-1.207689
2008m6,-1.233485
2008m7,-1.218885
2008m8,-.8944798
2008m9,-.1582005
2008m10,.7686617
2008m11,1.629181
2008m12,2.347501
2009m1,3.051771
2009m2,3.120228
2009m3,2.599497
2009m4,1.84199
2009m5,1.21302
2009m6,.9284678
2009m7,.8808116
2009m8,.8846546
2009m9,1.096336
2009m10,1.284518
2009m11,1.318177
2009m12,1.251574
2010m1,1.4759
2010m2,1.551832
2010m3,1.556554
2010m4,1.336366
2010m5,1.028727
2010m6,.8429303
2010m7,.5092614
2010m8,.0816588
2010m9,-.1056521
2010m10,-.0785871
2010m11,-.0440266
2010m12,-.0993299
2011m1,-.3082925
2011m2,-.3791765
2011m3,-.4206795
2011m4,-.4327419
2011m5,-.4144083
2011m6,-.3851654
2011m7,-.4754324
2011m8,-.5688549
2011m9,-.5631522
2011m10,-.4727789
2011m11,-.2496895
2011m12,.0345534
2012m1,.2081645
2012m2,.1679701
2012m3,.0511277
2012m4,-.0642322
2012m5,-.2041235
2012m6,-.3965431
2012m7,-.4193923
2012m8,-.1110658
2012m9,.2853239
2012m10,.5249367
2012m11,.3779828
2012m12,.0812424
2013m1,.0521271
2013m2,-.0320576
2013m3,-.040324
2013m4,-.0763004
2013m5,-.2238837
2013m6,-.3981004
2013m7,-.4985316
2013m8,-.4609178
2013m9,-.3846158
2013m10,-.4036248
2013m11,-.5119513
2013m12,-.3901346
2014m1,.0138599
2014m2,.2229364
2014m3,.1593997
2014m4,.0020019
2014m5,-.3008512
2014m6,-.5028588
2014m7,-.7242379
2014m8,-.8673081
2014m9,-.847854
2014m10,-.8284345
2014m11,-.7940282
2014m12,-.7731649
2015m1,-.7535515
2015m2,-.755978
2015m3,-.7105251
2015m4,-.6142316
2015m5,-.6956639
2015m6,-.7940887
2015m7,-.8163434
2015m8,-.8453715
2015m9,-.7318081
2015m10,-.6413621
2015m11,-.6209203
2015m12,-.5553955
2016m1,-.4393294
2016m2,-.3533401
2016m3,-.3144162
2016m4,-.1716273
