date,swb_job_satisfaction
2008m1,-.3833721
2008m2,-.4309528
2008m3,-.462277
2008m4,-.5077896
2008m5,-.5833715
2008m6,-.6425002
2008m7,-.595789
2008m8,-.3214535
2008m9,.2744704
2008m10,1.003022
2008m11,1.600446
2008m12,1.880039
2009m1,1.933652
2009m2,1.984168
2009m3,1.940187
2009m4,1.551707
2009m5,.9941867
2009m6,.4932823
2009m7,.4280056
2009m8,.4994214
2009m9,.7579625
2009m10,1.109734
2009m11,1.324739
2009m12,1.095639
2010m1,.9123843
2010m2,1.03888
2010m3,1.211051
2010m4,1.086687
2010m5,.7908553
2010m6,.6735389
2010m7,.3872206
2010m8,.0474576
2010m9,-.0897902
2010m10,.0544176
2010m11,.2528251
2010m12,.1893808
2011m1,-.1460022
2011m2,-.4355882
2011m3,-.5725845
2011m4,-.6137216
2011m5,-.6907524
2011m6,-.7998613
2011m7,-.8269432
2011m8,-.7331985
2011m9,-.4948585
2011m10,-.2042441
2011m11,-.1235457
2011m12,-.1943334
2012m1,-.3632377
2012m2,-.4979879
2012m3,-.638711
2012m4,-.7630727
2012m5,-.9561843
2012m6,-1.009251
2012m7,-.8853067
2012m8,-.6917669
2012m9,-.4931509
2012m10,-.3066706
2012m11,-.2506776
2012m12,-.4117149
2013m1,-.6255966
2013m2,-.7593147
2013m3,-.8457482
2013m4,-.9059586
2013m5,-.9984253
2013m6,-1.034771
2013m7,-1.196695
2013m8,-1.330637
2013m9,-1.30204
2013m10,-1.138475
2013m11,-.9735459
2013m12,-.8103487
2014m1,-.7523205
2014m2,-.8452825
2014m3,-.9867192
2014m4,-1.118409
2014m5,-1.246962
2014m6,-1.320762
2014m7,-1.402301
2014m8,-1.469614
2014m9,-1.504033
2014m10,-1.428306
2014m11,-1.352646
2014m12,-1.25543
2015m1,-1.178251
2015m2,-1.144532
2015m3,-1.149849
2015m4,-1.31006
2015m5,-1.593189
2015m6,-1.767139
2015m7,-1.74157
2015m8,-1.627864
2015m9,-1.451423
2015m10,-1.349808
2015m11,-1.326813
2015m12,-1.390094
2016m1,-1.485973
2016m2,-1.421096
2016m3,-1.19985
2016m4,-.9201384
