date,cat_summer_leisure
2008m1,-.6603783
2008m2,-.4418899
2008m3,-.0730633
2008m4,.4501716
2008m5,.9990948
2008m6,1.313576
2008m7,1.148003
2008m8,.533532
2008m9,-.1442421
2008m10,-.6625602
2008m11,-.9304577
2008m12,-.959986
2009m1,-.860707
2009m2,-.758968
2009m3,-.4369902
2009m4,.1798351
2009m5,.7908767
2009m6,1.087461
2009m7,.8952747
2009m8,.3112537
2009m9,-.325116
2009m10,-.5886419
2009m11,-.6135276
2009m12,-.4884073
2010m1,-.2139251
2010m2,.2150249
2010m3,.8212008
2010m4,1.510715
2010m5,2.126959
2010m6,2.496562
2010m7,2.263117
2010m8,1.429066
2010m9,.4102449
2010m10,-.4378795
2010m11,-.804343
2010m12,-.8645332
2011m1,-.7502403
2011m2,-.5175361
2011m3,-.1349455
2011m4,.4383307
2011m5,1.009994
2011m6,1.374257
2011m7,1.185682
2011m8,.5031537
2011m9,-.2826878
2011m10,-.9003916
2011m11,-1.183928
2011m12,-1.133656
2012m1,-.8716093
2012m2,-.5378366
2012m3,-.0236426
2012m4,.5562521
2012m5,1.073428
2012m6,1.342106
2012m7,1.134547
2012m8,.4479221
2012m9,-.4072577
2012m10,-.9728466
2012m11,-1.16152
2012m12,-1.033379
2013m1,-.8128541
2013m2,-.6255518
2013m3,-.3398981
2013m4,.1362146
2013m5,.6962522
2013m6,1.036488
2013m7,.8246558
2013m8,.1995899
2013m9,-.4920081
2013m10,-.9449857
2013m11,-1.149966
2013m12,-1.154618
2014m1,-1.007033
2014m2,-.8103356
2014m3,-.4633911
2014m4,.0536029
2014m5,.5934775
2014m6,.9941417
2014m7,.8085053
2014m8,.1642241
2014m9,-.5734468
2014m10,-1.057537
2014m11,-1.226836
2014m12,-1.128868
2015m1,-.8336726
2015m2,-.4616483
2015m3,-.0086607
2015m4,.4395407
2015m5,.9339221
2015m6,1.347569
2015m7,1.296393
2015m8,.7317067
2015m9,-.1701394
2015m10,-.8711587
2015m11,-1.169201
2015m12,-1.083907
2016m1,-.7676068
2016m2,-.4967109
2016m3,-.3112315
2016m4,-.1655649
