date,cat_health_conditions
2011m1,-1.192722
2011m2,-.6864035
2011m3,-.1502452
2011m4,.3122269
2011m5,.289623
2011m6,.1238151
2011m7,-.2268298
2011m8,-.5196172
2011m9,-.1977312
2011m10,.391669
2011m11,.3755455
2011m12,-.0346699
2012m1,.0095511
2012m2,.3460252
2012m3,.7145418
2012m4,.4519396
2012m5,-.4061002
2012m6,-.8764508
2012m7,-.8810638
2012m8,-.7849618
2012m9,-.2609966
2012m10,-.0631079
2012m11,-.2059596
2012m12,-.4582292
2013m1,-.1700597
2013m2,.1678563
2013m3,.494169
2013m4,.7048963
2013m5,.3232695
2013m6,-.3274558
2013m7,-.8136833
2013m8,-.9669431
2013m9,-.679806
2013m10,-.2096653
2013m11,-.2811236
2013m12,-.562169
2014m1,-.621728
2014m2,-.4570028
2014m3,-.2722303
2014m4,.0738462
2014m5,.1383118
2014m6,.1170178
2014m7,.0060296
2014m8,-.0025549
2014m9,.4086042
2014m10,.3623157
2014m11,-.1589919
2014m12,-.6418483
2015m1,-.6782551
2015m2,-.4159376
2015m3,-.0443896
2015m4,.1458524
2015m5,-.2789136
2015m6,-.5962601
2015m7,-.5613002
2015m8,-.1908021
2015m9,.6360858
2015m10,1.376031
2015m11,1.627801
2015m12,1.396394
2016m1,1.437761
2016m2,1.357269
2016m3,1.266219
2016m4,.8215421
