family_stress_f
-1.639466
-.0880021
1.935819
-.2675937
-.4083019
.9630209
.3835054
-.6422862
-.7936044
.2107843
-.5123636
-.7077838
.3095972
-.5983182
.2857873
1.471227
.5487888
.6402584
2.649544
2.019288
-.3287945
.0511523
.7624737
.4251481
.2428566
.2659467
-1.094377
-1.013756
.5959976
.4392489
1.095693
1.328718
-.3471997
-.6574234
-.4838772
-1.075718
-.2945393
-.6295941
.8327672
-.0375749
-.3232277
2.013339
.4569673
1.194704
.2560988
-1.408559
-.7256333
-1.431343
-1.060547
-1.563661
-1.006638
-1.322942
-1.208888
-.5250512
.1502774
1.615797
-.9477394
