date,swb_worry
2008m1,-.2520444
2008m2,-.251192
2008m3,-.2642238
2008m4,-.2869481
2008m5,-.3474346
2008m6,-.3142257
2008m7,-.1138242
2008m8,.2569278
2008m9,.8923432
2008m10,1.591181
2008m11,2.184086
2008m12,2.600496
2009m1,2.896419
2009m2,2.797399
2009m3,2.412879
2009m4,1.926654
2009m5,1.672567
2009m6,1.650871
2009m7,1.837354
2009m8,2.161028
2009m9,2.572367
2009m10,3.01142
2009m11,3.014343
2009m12,2.796727
2010m1,2.675722
2010m2,2.469609
2010m3,2.143223
2010m4,1.776116
2010m5,1.441197
2010m6,1.458457
2010m7,1.696174
2010m8,2.081347
2010m9,2.483596
2010m10,2.499519
2010m11,2.193588
2010m12,1.831568
2011m1,1.337651
2011m2,1.078652
2011m3,1.079545
2011m4,1.233541
2011m5,1.404839
2011m6,1.556723
2011m7,1.785382
2011m8,1.888297
2011m9,1.945828
2011m10,2.021223
2011m11,1.985055
2011m12,1.943479
2012m1,1.778097
2012m2,1.574925
2012m3,1.254603
2012m4,.8996136
2012m5,.6633977
2012m6,.5962016
2012m7,.7979042
2012m8,1.266357
2012m9,1.870825
2012m10,2.197111
2012m11,1.878781
2012m12,1.101172
2013m1,.6862559
2013m2,.6769504
2013m3,.8156016
2013m4,.890958
2013m5,.9332893
2013m6,.977522
2013m7,.9683265
2013m8,1.093207
2013m9,1.263146
2013m10,1.411383
2013m11,1.47551
2013m12,1.446392
2014m1,1.212893
2014m2,.9319688
2014m3,.5589297
2014m4,.1320126
2014m5,-.2213849
2014m6,-.2016853
2014m7,.1221504
2014m8,.401714
2014m9,.6271747
2014m10,.770569
2014m11,.5981786
2014m12,.3752534
2015m1,.0065949
2015m2,-.2537208
2015m3,-.2017159
2015m4,-.1768082
2015m5,-.1353019
2015m6,.1369571
2015m7,.3416997
2015m8,.5282193
2015m9,.6063958
2015m10,.6046606
2015m11,.4276786
2015m12,.1703797
2016m1,-.0666995
2016m2,.0182846
2016m3,.5650772
2016m4,1.443628
