date,cat_financial_security
2008m1,1.320121
2008m2,.7255949
2008m3,.2740625
2008m4,-.0651139
2008m5,-.2219226
2008m6,-.0427533
2008m7,.1089436
2008m8,.1093396
2008m9,.1901576
2008m10,.1681107
2008m11,-.0263295
2008m12,.0540236
2009m1,.2942859
2009m2,.3590778
2009m3,.395282
2009m4,.3325867
2009m5,.3056233
2009m6,.3024487
2009m7,.3772754
2009m8,.4408181
2009m9,.6401694
2009m10,.8455969
2009m11,.7687923
2009m12,.7860752
2010m1,1.165686
2010m2,1.154116
2010m3,1.244269
2010m4,1.204604
2010m5,1.188982
2010m6,1.516711
2010m7,1.626727
2010m8,1.516759
2010m9,1.162078
2010m10,.9555475
2010m11,.6844763
2010m12,.5562409
2011m1,.3267655
2011m2,.0823337
2011m3,-.0573846
2011m4,-.2710233
2011m5,-.501433
2011m6,-.4783704
2011m7,-.505286
2011m8,-.8014498
2011m9,-1.18498
2011m10,-1.451789
2011m11,-1.65932
2011m12,-1.513426
2012m1,-1.100028
2012m2,-.9037741
2012m3,-.9540377
2012m4,-1.062606
2012m5,-1.082161
2012m6,-.9038612
2012m7,-.8159012
2012m8,-.8430685
2012m9,-1.012295
2012m10,-1.254094
2012m11,-1.523027
2012m12,-1.419709
2013m1,-.9316851
2013m2,-.7325816
2013m3,-.655268
2013m4,-.7068856
2013m5,-.9356278
2013m6,-1.055051
2013m7,-.8705583
2013m8,-.7797707
2013m9,-.7234029
2013m10,-.5889972
2013m11,-.6652834
2013m12,-.5665198
2014m1,-.2304464
2014m2,-.1355482
2014m3,-.0641577
2014m4,.0250806
2014m5,-.0124253
2014m6,.072666
2014m7,.0781978
2014m8,-.0251514
2014m9,-.2655373
2014m10,-.3922111
2014m11,-.3894155
2014m12,-.0950897
2015m1,.4746347
2015m2,.7830855
2015m3,.959483
2015m4,.814272
2015m5,.4709654
2015m6,.4210928
2015m7,.3511255
2015m8,.0950092
2015m9,-.1540323
2015m10,-.2474457
2015m11,-.3443364
2015m12,-.2400017
2016m1,.084725
2016m2,.6051332
2016m3,1.632797
2016m4,3.410627
