date,cat_job_growth
2011m1,-.6342298
2011m2,-.2885248
2011m3,-.0181477
2011m4,.2789879
2011m5,.1959549
2011m6,-.2704935
2011m7,-.5452963
2011m8,-.613161
2011m9,-.524895
2011m10,-.4559493
2011m11,-.6033816
2011m12,-.520035
2012m1,-.1150621
2012m2,-.0210315
2012m3,-.2125028
2012m4,-.1116435
2012m5,-.3112547
2012m6,-.653384
2012m7,-.9954536
2012m8,-1.031367
2012m9,-.8408754
2012m10,-.7771829
2012m11,-.7370719
2012m12,-.6500552
2013m1,-.1849812
2013m2,.177041
2013m3,.308304
2013m4,.2777439
2013m5,-.0837473
2013m6,-.5775243
2013m7,-.6438362
2013m8,-.6383278
2013m9,-.5464891
2013m10,-.4810296
2013m11,-.6247659
2013m12,-.8306089
2014m1,-.7822593
2014m2,-.3928556
2014m3,-.1132099
2014m4,.0615869
2014m5,-.1490855
2014m6,-.5787605
2014m7,-.9340839
2014m8,-1.061584
2014m9,-.7676744
2014m10,-.3499435
2014m11,-.1477145
2014m12,.2174333
2015m1,.722111
2015m2,1.094393
2015m3,1.338589
2015m4,1.443646
2015m5,.976912
2015m6,.4576966
2015m7,.1945975
2015m8,.3790781
2015m9,.8158601
2015m10,1.045393
2015m11,1.30466
2015m12,1.54456
2016m1,1.700831
2016m2,1.821118
2016m3,1.94753
2016m4,2.515452
