date,swb_sadness
2011m1,.7213248
2011m2,.3996661
2011m3,.1254569
2011m4,.0345032
2011m5,.0550381
2011m6,.087495
2011m7,.2149204
2011m8,.3463382
2011m9,.5173423
2011m10,.4982203
2011m11,.4780913
2011m12,.4320776
2012m1,.1653353
2012m2,.0263069
2012m3,-.1148189
2012m4,-.3353582
2012m5,-.4576197
2012m6,-.2952343
2012m7,-.1097336
2012m8,.1107622
2012m9,.3235289
2012m10,.6417689
2012m11,1.477299
2012m12,2.18784
2013m1,1.945388
2013m2,1.089566
2013m3,.3516676
2013m4,-.007492
2013m5,-.112317
2013m6,-.1967243
2013m7,-.1386753
2013m8,.1730919
2013m9,.2164909
2013m10,.182815
2013m11,.5085365
2013m12,.7890888
2014m1,.7227389
2014m2,.3083162
2014m3,-.3284959
2014m4,-.8499976
2014m5,-.9117294
2014m6,-.7773619
2014m7,-.5189694
2014m8,.1237561
2014m9,.2315276
2014m10,.1250266
2014m11,.2717798
2014m12,.0765004
2015m1,-.3622542
2015m2,-.9720865
2015m3,-1.61863
2015m4,-1.739023
2015m5,-1.32758
2015m6,-.9714112
2015m7,-.2839649
2015m8,.4058066
2015m9,.6473996
2015m10,.5462625
2015m11,.5468987
2015m12,.5142927
2016m1,-.0695135
2016m2,-.8609778
2016m3,-1.449139
2016m4,-2.00422
