date,swb_enjoyment
2011m1,.8213059
2011m2,.6371555
2011m3,.4826475
2011m4,.4609562
2011m5,.496452
2011m6,.4009213
2011m7,.2431851
2011m8,-.1665229
2011m9,-.5088251
2011m10,-.5838062
2011m11,-.2481381
2011m12,-.0019203
2012m1,-.0787622
2012m2,-.0647197
2012m3,.2042296
2012m4,.5307832
2012m5,.6909809
2012m6,.5416127
2012m7,.3285789
2012m8,-.1046189
2012m9,-.6423315
2012m10,-.8242182
2012m11,-.2403855
2012m12,.6077509
2013m1,1.070657
2013m2,1.235286
2013m3,1.514261
2013m4,1.67101
2013m5,1.70699
2013m6,1.427003
2013m7,1.004351
2013m8,.5401996
2013m9,.3799858
2013m10,.3223979
2013m11,.6758726
2013m12,.9960633
2014m1,.7743219
2014m2,.6855218
2014m3,.9467454
2014m4,1.105634
2014m5,1.223337
2014m6,1.181824
2014m7,.8750395
2014m8,.4742688
2014m9,.2599016
2014m10,.5124077
2014m11,.9262947
2014m12,1.389846
2015m1,1.508739
2015m2,1.465604
2015m3,1.783307
2015m4,2.253976
2015m5,2.512434
2015m6,2.452194
2015m7,2.107415
2015m8,1.734822
2015m9,1.358459
2015m10,1.275541
2015m11,1.643092
2015m12,2.238148
2016m1,2.331835
2016m2,2.122734
2016m3,1.972914
2016m4,2.138632
