date,cat_housing
2008m1,2.469602
2008m2,1.872874
2008m3,1.387994
2008m4,.8206747
2008m5,.3756959
2008m6,.1468569
2008m7,.0521317
2008m8,.0355588
2008m9,.182566
2008m10,.4381343
2008m11,1.095363
2008m12,2.268273
2009m1,2.818144
2009m2,2.835451
2009m3,2.754057
2009m4,2.323873
2009m5,1.73151
2009m6,1.280484
2009m7,.9524741
2009m8,.697896
2009m9,.4954882
2009m10,.3949676
2009m11,.3015632
2009m12,.2864385
2010m1,.3538303
2010m2,.3889413
2010m3,.39344
2010m4,.3866233
2010m5,.5321145
2010m6,.8788066
2010m7,1.212951
2010m8,1.344636
2010m9,1.102542
2010m10,.835131
2010m11,.4479912
2010m12,.0191623
2011m1,-.3023435
2011m2,-.4977865
2011m3,-.5637567
2011m4,-.6038835
2011m5,-.6109956
2011m6,-.5379975
2011m7,-.3244027
2011m8,-.0118524
2011m9,.1055403
2011m10,.0392444
2011m11,-.1521308
2011m12,-.2169663
2012m1,-.0994931
2012m2,-.0544416
2012m3,-.0988055
2012m4,-.1526598
2012m5,-.1250516
2012m6,-.0670463
2012m7,-.052554
2012m8,-.1687957
2012m9,-.3240983
2012m10,-.4821283
2012m11,-.6423391
2012m12,-.658541
2013m1,-.513899
2013m2,-.4187351
2013m3,-.3632078
2013m4,-.3516337
2013m5,-.3958346
2013m6,-.4310184
2013m7,-.5266228
2013m8,-.6883639
2013m9,-.8498301
2013m10,-.9900051
2013m11,-1.107015
2013m12,-1.126038
2014m1,-1.033465
2014m2,-.9309111
2014m3,-.8382173
2014m4,-.7724019
2014m5,-.7680601
2014m6,-.7926566
2014m7,-.8431548
2014m8,-.9246247
2014m9,-1.015459
2014m10,-1.071242
2014m11,-1.096953
2014m12,-.9852603
2015m1,-.7453931
2015m2,-.6219831
2015m3,-.5741969
2015m4,-.5934032
2015m5,-.6552651
2015m6,-.6570706
2015m7,-.6381983
2015m8,-.6913166
2015m9,-.7970163
2015m10,-.8951464
2015m11,-.9425513
2015m12,-.8828861
2016m1,-.675045
2016m2,-.4846322
2016m3,-.3692634
2016m4,-.2529777
