date,swb_laugh
2008m1,-.7240224
2008m2,-.398673
2008m3,-.3484198
2008m4,-.4099889
2008m5,-.3515956
2008m6,-.0773977
2008m7,-.0913336
2008m8,-.096476
2008m9,-.3182325
2008m10,-.3951627
2008m11,-.7053677
2008m12,-1.243932
2009m1,-2.039117
2009m2,-2.018467
2009m3,-1.564441
2009m4,-1.025299
2009m5,-.3475897
2009m6,-.1487134
2009m7,-.3544872
2009m8,-.4583812
2009m9,-.6002916
2009m10,-.630955
2009m11,-.7305647
2009m12,-.4372442
2010m1,-.1385614
2010m2,.4496063
2010m3,.9741557
2010m4,.923469
2010m5,.4877962
2010m6,-.1612007
2010m7,-.5024046
2010m8,-.4873579
2010m9,-.3191246
2010m10,-.0262999
2010m11,.0549643
2010m12,-.0480189
2011m1,.0092722
2011m2,.3296601
2011m3,.7331844
2011m4,1.047614
2011m5,1.376872
2011m6,1.40835
2011m7,1.039662
2011m8,.8723956
2011m9,.8829902
2011m10,1.079787
2011m11,1.249215
2011m12,1.087102
2012m1,.8376682
2012m2,.7467554
2012m3,1.007362
2012m4,1.369648
2012m5,1.610966
2012m6,1.553019
2012m7,1.326044
2012m8,1.01814
2012m9,.8461286
2012m10,.6970423
2012m11,.5623891
2012m12,.0260302
2013m1,-.407044
2013m2,-.3473862
2013m3,.0018733
2013m4,.3101083
2013m5,.8273382
2013m6,1.152702
2013m7,1.10495
2013m8,.9049263
2013m9,.7070715
2013m10,.5447574
2013m11,.3841208
2013m12,-.0731006
2014m1,-.5761672
2014m2,-.6477038
2014m3,-.5539702
2014m4,-.487238
2014m5,-.3880185
2014m6,-.5674681
2014m7,-.8141164
2014m8,-.9696033
2014m9,-1.015377
2014m10,-.7266938
2014m11,-.5766196
2014m12,-.7065831
2015m1,-1.048721
2015m2,-1.22891
2015m3,-1.021641
2015m4,-.6606031
2015m5,-.2687766
2015m6,-.0400818
2015m7,-.0757943
2015m8,-.2025632
2015m9,-.4094135
2015m10,-.5166711
2015m11,-.5193558
2015m12,-.7269023
2016m1,-1.148759
2016m2,-1.486544
2016m3,-1.275302
2016m4,-.8707175
