date,cat_housing
2011m1,.3561533
2011m2,.0644313
2011m3,-.1019528
2011m4,-.1213903
2011m5,.1057423
2011m6,.6278716
2011m7,1.183632
2011m8,1.672808
2011m9,1.50993
2011m10,1.064116
2011m11,.6070532
2011m12,.6667348
2012m1,1.130285
2012m2,1.418417
2012m3,1.375114
2012m4,1.333706
2012m5,1.472937
2012m6,1.678117
2012m7,1.628762
2012m8,1.236609
2012m9,.6975498
2012m10,.263572
2012m11,-.056383
2012m12,-.089007
2013m1,.292873
2013m2,.4575078
2013m3,.4359148
2013m4,.4525038
2013m5,.6325584
2013m6,.803813
2013m7,.6448029
2013m8,.156949
2013m9,-.4445805
2013m10,-.9702739
2013m11,-1.352178
2013m12,-1.47063
2014m1,-1.214917
2014m2,-.9294757
2014m3,-.7082885
2014m4,-.5599651
2014m5,-.4890881
2014m6,-.4138376
2014m7,-.4635934
2014m8,-.7772307
2014m9,-1.037721
2014m10,-1.229074
2014m11,-1.366184
2014m12,-1.184184
2015m1,-.686492
2015m2,-.3035023
2015m3,-.1444218
2015m4,-.1650948
2015m5,-.1974123
2015m6,-.1137304
2015m7,-.1884646
2015m8,-.487955
2015m9,-.8749635
2015m10,-1.169573
2015m11,-1.320419
2015m12,-1.286722
2016m1,-1.005869
2016m2,-.6966935
2016m3,-.3736183
2016m4,.0244218
