region,date,juifs
Centre,2013m1,-.18753099
Centre,2013m2,.51559299
Centre,2013m3,.15704343
Centre,2013m4,.25098866
Centre,2013m5,-.33364862
Centre,2013m6,.011914157
Centre,2013m7,.47745594
Centre,2013m8,1.2238387
Centre,2013m9,-.50709891
Centre,2013m10,-.026495866
Centre,2013m11,.30552384
Centre,2013m12,1.1773471
Centre,2014m1,2.0620804
Centre,2014m2,.07721024
Centre,2014m3,.38160884
Centre,2014m4,-.1251848
Centre,2014m5,-.37433538
Centre,2014m6,-.054427654
Centre,2014m7,.30381456
Centre,2014m8,.46654138
Centre,2014m9,-.37572166
Centre,2014m10,-.48747566
Centre,2014m11,-.32786554
Centre,2014m12,.17965978
Centre,2015m1,1.3940266
Centre,2015m2,1.2079736
Centre,2015m3,.12125342
Centre,2015m4,.030881895
Centre,2015m5,-.017904419
Centre,2015m6,-.33565411
Centre,2015m7,-.046961885
Centre,2015m8,-.31922808
Centre,2015m9,-.71227729
Centre,2015m10,-.19175103
Centre,2015m11,-.18896914
Centre,2015m12,-.08100614
Centre,2016m1,.14300492
Centre,2016m2,.053474832
Centre,2016m3,.0061654341
Centre,2016m4,-.27903581
Centre,2016m5,-.44875988
Centre,2016m6,-.7114768
Centre,2016m7,-.67949462
Centre,2016m8,-.64427876
Centre,2016m9,-.72447342
Centre,2016m10,-.41506523
Centre,2016m11,-.42951113
Centre,2016m12,-.1574828
Centre,2017m1,-.63648415
Centre,2017m2,-.1706388
Centre,2017m3,-.63979733
