region,date,terrorisme
Languedoc-Roussillon,2013m1,-.48307759
Languedoc-Roussillon,2013m2,-.65888166
Languedoc-Roussillon,2013m3,-.58495945
Languedoc-Roussillon,2013m4,-.56580955
Languedoc-Roussillon,2013m5,-.51480532
Languedoc-Roussillon,2013m6,-.59770381
Languedoc-Roussillon,2013m7,-.21253514
Languedoc-Roussillon,2013m8,-.37405726
Languedoc-Roussillon,2013m9,-.53392309
Languedoc-Roussillon,2013m10,-.52415371
Languedoc-Roussillon,2013m11,-.5301066
Languedoc-Roussillon,2013m12,-.48346013
Languedoc-Roussillon,2014m1,-.53185856
Languedoc-Roussillon,2014m2,-.49170434
Languedoc-Roussillon,2014m3,-.60420847
Languedoc-Roussillon,2014m4,-.53018749
Languedoc-Roussillon,2014m5,-.47242579
Languedoc-Roussillon,2014m6,-.4010638
Languedoc-Roussillon,2014m7,-.33606806
Languedoc-Roussillon,2014m8,-.23653543
Languedoc-Roussillon,2014m9,-.38744998
Languedoc-Roussillon,2014m10,-.29537949
Languedoc-Roussillon,2014m11,-.51849473
Languedoc-Roussillon,2014m12,.11635338
Languedoc-Roussillon,2015m1,1.5976564
Languedoc-Roussillon,2015m2,-.12438773
Languedoc-Roussillon,2015m3,-.12481896
Languedoc-Roussillon,2015m4,.19283186
Languedoc-Roussillon,2015m5,.21329501
Languedoc-Roussillon,2015m6,.33044145
Languedoc-Roussillon,2015m7,.058151171
Languedoc-Roussillon,2015m8,-.065075696
Languedoc-Roussillon,2015m9,-.37936741
Languedoc-Roussillon,2015m10,-.29222751
Languedoc-Roussillon,2015m11,4.5583625
Languedoc-Roussillon,2015m12,.30742705
Languedoc-Roussillon,2016m1,-.046542455
Languedoc-Roussillon,2016m2,-.14627798
Languedoc-Roussillon,2016m3,.74628359
Languedoc-Roussillon,2016m4,-.054863282
Languedoc-Roussillon,2016m5,-.013292497
Languedoc-Roussillon,2016m6,.46313706
Languedoc-Roussillon,2016m7,2.2959764
Languedoc-Roussillon,2016m8,.55037403
Languedoc-Roussillon,2016m9,.076279975
Languedoc-Roussillon,2016m10,-.172631
Languedoc-Roussillon,2016m11,-.14200318
Languedoc-Roussillon,2016m12,.24203646
Languedoc-Roussillon,2017m1,.0070180716
Languedoc-Roussillon,2017m2,-.027365126
Languedoc-Roussillon,2017m3,-.1833542
