respect
.9108727
1.928206
2.455956
-.8719904
-.2639642
-.4404567
-1.446295
.4952633
-1.726681
-2.210231
-1.022364
-.1955419
.8812311
.8704525
.162801
1.221522
-.3699958
1.06581
-1.127748
1.032974
-.2070421
-.0318758
-1.002574
-.0891737
3.146705
1.853168
1.300077
1.512509
-.9089665
-.3384177
.4870477
.1131891
-1.392109
-1.660327
.1610495
-.2808562
.356454
.6284521
1.35647
-.1911972
.1996365
.4924195
.4802428
.1170985
-1.003524
.0558054
.3245454
2.079681
.3248875
.0538358
1.771265
1.567021
-.0491234
1.142095
.9705419
-.21685
-1.931983
