region,date,juifs
Pays de la Loire,2013m1,-.024025297
Pays de la Loire,2013m2,.068066142
Pays de la Loire,2013m3,.45310581
Pays de la Loire,2013m4,.083051078
Pays de la Loire,2013m5,-.73844415
Pays de la Loire,2013m6,-.77627581
Pays de la Loire,2013m7,-.66866642
Pays de la Loire,2013m8,-.61493057
Pays de la Loire,2013m9,-.35568941
Pays de la Loire,2013m10,-1.0654241
Pays de la Loire,2013m11,.039711535
Pays de la Loire,2013m12,1.4389083
Pays de la Loire,2014m1,3.8975778
Pays de la Loire,2014m2,1.4406387
Pays de la Loire,2014m3,-.25321296
Pays de la Loire,2014m4,.48286301
Pays de la Loire,2014m5,.51540762
Pays de la Loire,2014m6,.062065534
Pays de la Loire,2014m7,.30639231
Pays de la Loire,2014m8,.18855423
Pays de la Loire,2014m9,-.68973607
Pays de la Loire,2014m10,-.55407429
Pays de la Loire,2014m11,.012853754
Pays de la Loire,2014m12,.090558894
Pays de la Loire,2015m1,3.2983913
Pays de la Loire,2015m2,1.17483
Pays de la Loire,2015m3,.48081878
Pays de la Loire,2015m4,.35665968
Pays de la Loire,2015m5,.28184277
Pays de la Loire,2015m6,-.039759204
Pays de la Loire,2015m7,-.77243078
Pays de la Loire,2015m8,-.16282535
Pays de la Loire,2015m9,-.3521136
Pays de la Loire,2015m10,-.60052502
Pays de la Loire,2015m11,-.71520483
Pays de la Loire,2015m12,-.10714199
Pays de la Loire,2016m1,.16564612
Pays de la Loire,2016m2,-.23194404
Pays de la Loire,2016m3,-.52760965
Pays de la Loire,2016m4,-.44915012
Pays de la Loire,2016m5,-.52144146
Pays de la Loire,2016m6,-.13128845
Pays de la Loire,2016m7,-.84860295
Pays de la Loire,2016m8,-.69776034
Pays de la Loire,2016m9,-.61341596
Pays de la Loire,2016m10,-.31511778
Pays de la Loire,2016m11,-.47105879
Pays de la Loire,2016m12,-.51257813
Pays de la Loire,2017m1,-.36109149
Pays de la Loire,2017m2,-.44192368
Pays de la Loire,2017m3,.15185939
