date,swb_happiness
2008m1,-.6010539
2008m2,-.1586247
2008m3,-.0103787
2008m4,.2267278
2008m5,.3356012
2008m6,.3255136
2008m7,.2567562
2008m8,.1351063
2008m9,-.4692791
2008m10,-1.159786
2008m11,-1.381922
2008m12,-1.219813
2009m1,-1.543413
2009m2,-1.660928
2009m3,-1.527508
2009m4,-1.472179
2009m5,-1.588528
2009m6,-1.813318
2009m7,-2.226388
2009m8,-2.864386
2009m9,-2.889359
2009m10,-2.719274
2009m11,-2.520231
2009m12,-2.345576
2010m1,-2.217874
2010m2,-1.773209
2010m3,-1.243696
2010m4,-.8958355
2010m5,-.8373374
2010m6,-1.081203
2010m7,-1.828856
2010m8,-2.436358
2010m9,-2.424634
2010m10,-2.087054
2010m11,-1.543094
2010m12,-1.415336
2011m1,-1.146334
2011m2,-.7427927
2011m3,-.6354758
2011m4,-.5219163
2011m5,-.6871501
2011m6,-.8095732
2011m7,-1.148515
2011m8,-1.337556
2011m9,-1.17164
2011m10,-1.0069
2011m11,-1.065556
2011m12,-1.17295
2012m1,-1.170558
2012m2,-.7874172
2012m3,-.5240529
2012m4,-.3738996
2012m5,-.2903617
2012m6,-.3479343
2012m7,-.6065283
2012m8,-1.015437
2012m9,-1.147377
2012m10,-1.176814
2012m11,-1.083838
2012m12,-1.158176
2013m1,-1.335587
2013m2,-1.0593
2013m3,-.5900791
2013m4,-.2899469
2013m5,-.1746757
2013m6,-.1290355
2013m7,-.380069
2013m8,-.6866482
2013m9,-.8581658
2013m10,-.841511
2013m11,-.6230125
2013m12,-.5474599
2014m1,-.6368398
2014m2,-.4463334
2014m3,-.0546149
2014m4,.1788492
2014m5,.0923239
2014m6,-.1991479
2014m7,-.375767
2014m8,-.4133761
2014m9,-.1269618
2014m10,.0904922
2014m11,.1264589
2014m12,.0202938
2015m1,-.0905196
2015m2,.1346526
2015m3,.379989
2015m4,.2762525
2015m5,.0845726
2015m6,-.2532388
2015m7,-.8274723
2015m8,-1.224453
2015m9,-1.022702
2015m10,-.3922933
2015m11,-.0627561
2015m12,-.1611715
2016m1,-.5243677
2016m2,-.4328414
2016m3,-.0115349
2016m4,.7294297
