date,cat_layoffs
2011m1,.2012152
2011m2,.4707561
2011m3,.5912452
2011m4,.3782094
2011m5,.141239
2011m6,.0966164
2011m7,.0777669
2011m8,-.0099678
2011m9,-.0810907
2011m10,-.0830816
2011m11,.122964
2011m12,.3598941
2012m1,.5244721
2012m2,.4725333
2012m3,.1552746
2012m4,-.0066786
2012m5,-.1811785
2012m6,-.1692811
2012m7,-.1120886
2012m8,-.0655188
2012m9,.0858491
2012m10,.3154026
2012m11,.5841036
2012m12,.4945669
2013m1,.0838509
2013m2,-.2118297
2013m3,-.295902
2013m4,-.4024485
2013m5,-.4174864
2013m6,-.45646
2013m7,-.4447712
2013m8,-.4349986
2013m9,-.5093049
2013m10,-.5564715
2013m11,-.6559805
2013m12,-.7228941
2014m1,-.6751478
2014m2,-.6405264
2014m3,-.7035422
2014m4,-.6661679
2014m5,-.6347939
2014m6,-.7084965
2014m7,-.695371
2014m8,-.6618244
2014m9,-.6448336
2014m10,-.6982965
2014m11,-.5622852
2014m12,-.2794486
2015m1,.1202776
2015m2,.3027692
2015m3,.1764806
2015m4,-.1679609
2015m5,-.4151387
2015m6,-.4113145
2015m7,-.4167905
2015m8,-.4256946
2015m9,-.2981334
2015m10,-.1131995
2015m11,.0057046
2015m12,.067843
2016m1,.3971101
2016m2,1.152656
2016m3,2.787222
2016m4,5.470376
