date,swb_anger
2011m1,-1.114839
2011m2,-.7584
2011m3,-.3320912
2011m4,-.0869719
2011m5,-.3540106
2011m6,-.4419714
2011m7,.3416851
2011m8,.9531881
2011m9,.8182487
2011m10,.2467082
2011m11,-.1360753
2011m12,-.4665942
2012m1,-.6319571
2012m2,-.417979
2012m3,-.1524804
2012m4,.2418766
2012m5,.2420549
2012m6,.2578896
2012m7,.6397682
2012m8,1.281944
2012m9,1.342184
2012m10,1.042954
2012m11,.7323611
2012m12,.3251025
2013m1,-.303223
2013m2,-.7128305
2013m3,-.5801444
2013m4,-.5425677
2013m5,-.5918606
2013m6,-.53868
2013m7,-.1630463
2013m8,.5783337
2013m9,1.014812
2013m10,.9229581
2013m11,.537069
2013m12,.2701977
2014m1,.3850464
2014m2,.6488824
2014m3,.7842296
2014m4,.88488
2014m5,.647631
2014m6,.2632232
2014m7,.3669408
2014m8,.9012987
2014m9,1.363909
2014m10,1.001496
2014m11,.5345172
2014m12,.088995
2015m1,.0700011
2015m2,.4079068
2015m3,.8092731
2015m4,.7802785
2015m5,.6827685
2015m6,.4466051
2015m7,.8899899
2015m8,1.481335
2015m9,1.63044
2015m10,1.146463
2015m11,.8417118
2015m12,.4082962
2016m1,.0658768
2016m2,.0286745
2016m3,-.0304786
2016m4,-.0652976
